company_number,year,year_end_price_pence,price_source_url,shares_outstanding,shares_source_url,market_cap_gbp,marketcap_source_url,annual_dividend_pence,dividend_source_url,notes
02339826,2012,125.7,https://static.rsagroup.com/rsa/investors/company-performance/annual-reports/rsa-annual-report-and-accounts-2012.pdf,3595951315,https://static.rsagroup.com/rsa/investors/company-performance/annual-reports/rsa-annual-report-and-accounts-2012.pdf,4520110802.955,https://static.rsagroup.com/rsa/investors/company-performance/annual-reports/rsa-annual-report-and-accounts-2012.pdf,7.31,https://static.rsagroup.com/rsa/investors/company-performance/annual-reports/rsa-annual-report-and-accounts-2012.pdf,RSA Insurance Group plc FY2012 issuer annual report inspected. The requested price is the ordinary-share closing market price on the last dealing day of the calendar year (125.7p). Gross issued and fully paid ordinary shares at 31 December are 3595951315; employee-share-trust/own-share holdings are not deducted because they remain part of issued ordinary share capital and are not a weighted-average EPS denominator. FY2012 ordinary dividend is 7.31p (interim plus final for that financial year). Market cap is computed as 125.7/100 × 3595951315 on the identical year-end capital basis. Preference shares are excluded.
02339826,2013,91.4,https://static.rsagroup.com/rsa/investors/company-performance/annual-reports/rsa-annual-report-2013-final.pdf,3681798995,https://static.rsagroup.com/rsa/investors/company-performance/annual-reports/rsa-annual-report-2013-final.pdf,3365164281.43,https://static.rsagroup.com/rsa/investors/company-performance/annual-reports/rsa-annual-report-2013-final.pdf,2.28,https://static.rsagroup.com/rsa/investors/company-performance/annual-reports/rsa-annual-report-2013-final.pdf,"RSA Insurance Group plc 2013 issuer annual report: closing market price on 31 Dec 2013 91.4p; 3,681,798,995 issued and fully paid ordinary shares at 31 Dec 2013. Market cap computed as 91.4p/100 × 3,681,798,995 shares. FY2013 dividend left blank because the later rights issue/consolidation causes restated dividend comparatives and the exact declared-on-original-capital-basis total was not sufficiently verified. RSA 2013 annual report re-audited: 3,681,798,995 ordinary shares at 31 December 2013 and last-dealing-day close 91.4p confirm the existing capital basis. FY2013 total ordinary dividend was 2.28p, consisting solely of the interim because no final dividend was declared. The 2014 rights issue and subsequent 1-for-5 consolidation are later events and are not used to retro-adjust this 2013 row."
02339826,2014,435,https://static.rsagroup.com/rsa/investors/company-performance/annual-reports/rsa-annual-report-and-accounts-2014.pdf,1015486873,https://static.rsagroup.com/rsa/investors/company-performance/annual-reports/rsa-annual-report-and-accounts-2014.pdf,4417367897.55,https://static.rsagroup.com/rsa/investors/company-performance/annual-reports/rsa-annual-report-and-accounts-2014.pdf,2.0,https://static.rsagroup.com/rsa/investors/company-performance/annual-reports/rsa-annual-report-and-accounts-2014.pdf,"RSA Insurance Group plc 2014 issuer annual report: closing market price on 31 Dec 2014 435p; 1,015,486,873 issued ordinary shares at 31 Dec 2014 after the 3-for-8 rights issue and subdivision/5:1 consolidation; FY2014 total ordinary dividend 2.0p (no interim). Market cap computed as 435p/100 × 1,015,486,873 shares."
02339826,2015,426.5,https://static.rsagroup.com/rsa/investors/company-performance/annual-reports/rsa-insurance-group-plc-annual-report-2015c.pdf,1017059842,https://static.rsagroup.com/rsa/investors/company-performance/annual-reports/rsa-insurance-group-plc-annual-report-2015c.pdf,4337760226.13,https://static.rsagroup.com/rsa/investors/company-performance/annual-reports/rsa-insurance-group-plc-annual-report-2015c.pdf,10.5,https://static.rsagroup.com/rsa/investors/company-performance/annual-reports/rsa-insurance-group-plc-annual-report-2015c.pdf,"RSA Insurance Group plc issuer annual report: mid-market closing price at 31 Dec 2015 £4.265 (=426.5p); 1,017,059,842 ordinary shares in issue at 31 Dec 2015; total FY2015 ordinary dividend 10.5p (3.5p interim + 7.0p final). Market cap computed as 426.5p/100 × 1,017,059,842 issued ordinary shares. Employee trust own shares are not deducted because requested field is ordinary shares actually in issue."
02366627,2005,,,,,,,,,
02366627,2006,,,,,,,,,
02366627,2007,,,,,,,,,
03263713,2001,,,,,,,,,
03263713,2002,,,,,,,,,
03263713,2003,,,,,,,,,
03263713,2004,,,,,,,,,
03263713,2005,,,,,,,,,
03263713,2006,,,,,,,,,
03263713,2007,,,,,,,,,
03299793,2001,,,,,,,,,
03299793,2002,,,,,,,,,
03299793,2003,,,,,,,,,
03299793,2004,,,,,,,,,
03299793,2005,,,,,,,,,
03299793,2006,,,,,,,,,
03477402,2001,,,,,,,,,
03477402,2002,,,,,,,,,
03477402,2003,,,,,,,,,
03477402,2004,,,,,,,,,
03477402,2005,,,,,,,,,
03477402,2006,,,,,,,,,
03477402,2007,,,,,,,,,
03586615,2001,755,https://www.acri.it/_upload/bilanci/2617_B_01.pdf,654362630,https://www.eonenergy.com/content/dam/eon-energy-com/Files/about-eon/reporting/financial-reports/2001_powergenplc_annual_report.pdf,4940437856.5,https://www.acri.it/_upload/bilanci/2617_B_01.pdf,36.8,https://www.eonenergy.com/content/dam/eon-energy-com/Files/about-eon/reporting/financial-reports/2001_powergenplc_annual_report.pdf,"Powergen PLC 2001 issuer annual report inspected: exactly 654,362,630 ordinary shares of 50p were in issue at 31 December 2001 and FY2001 dividend was 36.8p per ordinary share. A securities portfolio explicitly headed 31/12/2001 lists POWERGEN PLC at GBP 7.5500, converted to 755p. Market cap is computed on the same capital basis as 755/100 × 654,362,630 = £4,940,437,856.50. The later 2002 E.ON acquisition is not allowed to alter the 2001 issuer/capital basis."
03685527,2014,,,1316838051,https://www.annualreports.com/HostedData/AnnualReportArchive/I/LSE_INTU_2014.pdf,,,13.7,https://www.annualreports.com/HostedData/AnnualReportArchive/I/LSE_INTU_2014.pdf,"intu properties plc 2014 annual report inspected. Exact issued and fully paid ordinary shares at 31 December: 1,316,838,051. Report documents 2-for-7 rights issue of 278,241,628 new shares at 180p; post-rights year-end count used. FY2014 ordinary dividend 13.7p on rights-adjusted basis. Price and market cap remain blank without exact final-trading-day close."
03685527,2015,,,1344661827,https://www.annualreports.com/HostedData/AnnualReportArchive/I/LSE_INTU_2015.pdf,,,13.7,https://www.annualreports.com/HostedData/AnnualReportArchive/I/LSE_INTU_2015.pdf,"intu properties plc 2015 annual report inspected. Exact issued and fully paid ordinary shares at 31 December: 1,344,661,827; FY2015 ordinary dividend 13.7p. Price and market cap remain blank without exact final-trading-day close."
03690065,2001,,,,,,,,,
03690065,2002,,,,,,,,,
03690065,2003,,,,,,,,,
03690065,2004,,,,,,,,,
03690065,2005,,,,,,,,,
03690065,2006,,,,,,,,,
03690065,2007,,,,,,,,,
03690065,2008,957,https://www.annualreports.co.uk/HostedData/AnnualReportArchive/b/LSE_BG_2008.pdf,3582000000,https://www.annualreports.co.uk/HostedData/AnnualReportArchive/b/LSE_BG_2008.pdf,34279740000,https://www.annualreports.co.uk/HostedData/AnnualReportArchive/b/LSE_BG_2008.pdf,11.23,https://www.annualreports.co.uk/HostedData/AnnualReportArchive/b/LSE_BG_2008.pdf,"Annual report reports issued shares as 3,582m; stored as 3,582,000,000 and flagged estimate because disclosure is rounded to millions. Market cap computed as year-end price × shares in issue; share-count provenance is in shares_source_url. Estimate inherits rounded share-count disclosure."
03690065,2009,1122,https://www.yumpu.com/en/document/view/12210693/annual-report-and-accounts-2009-bg-group,3595000000,https://www.yumpu.com/en/document/view/12210693/annual-report-and-accounts-2009-bg-group,40335900000,https://www.yumpu.com/en/document/view/12210693/annual-report-and-accounts-2009-bg-group,12.35,https://www.shell.com/investors/information-for-shareholders/bg-documents/recommended-cash-and-share-offer-for-bg-group-plc-by-royal-dutch-shell-plc/_jcr_content/root/main/section/simple_90034901/text_970341755.multi.stream/1664200414751/2f45eaea416cdac0c7046f41b6b868317b56ee00/bg-group-plcs-annual-report-and-audited-accounts-for-the-year-ended-31-december-2013-updt.pdf,"Annual report reports issued shares as 3,595m; stored as 3,595,000,000 and flagged estimate because disclosure is rounded to millions. Market cap computed as year-end price × shares in issue; share-count provenance is in shares_source_url. Estimate inherits rounded share-count disclosure."
03690065,2010,1296,https://www.rns-pdf.londonstockexchange.com/rns/9005D_-2011-3-30.pdf,3606000000,https://www.rns-pdf.londonstockexchange.com/rns/9005D_-2011-3-30.pdf,46733760000,https://www.rns-pdf.londonstockexchange.com/rns/9005D_-2011-3-30.pdf,13.66,https://www.shell.com/investors/information-for-shareholders/bg-documents/_jcr_content/root/main/section/link_list_copy/links/item2.stream/1663748587333/6c17ab0ea67ceafe6f3d214ee0a1478087bc1d30/bg-group-2014-annual-report.pdf,"Annual report shareholder profile reports 3,606m shares; stored as 3,606,000,000 and flagged estimate because disclosure is rounded to millions. Market cap computed as year-end price × shares in issue; share-count provenance is in shares_source_url. Estimate inherits rounded share-count disclosure."
03690065,2011,,,,,,,14.82,https://www.shell.com/investors/information-for-shareholders/bg-documents/_jcr_content/root/main/section/link_list_copy/links/item2.stream/1663748587333/6c17ab0ea67ceafe6f3d214ee0a1478087bc1d30/bg-group-2014-annual-report.pdf,
03690065,2012,1012,https://www.shell.com/investors/information-for-shareholders/bg-documents/recommended-cash-and-share-offer-for-bg-group-plc-by-royal-dutch-shell-plc/_jcr_content/root/main/section/simple_90034901/text_970341755.multi.stream/1664200505774/e75d310f5bb616c737f4f34ef3a66f1c65eba624/bg-group-plcs-annual-report-and-audited-accounts-for-the-year-ended-31-december-2012-updt.pdf,3614135535,https://www.shell.com/investors/information-for-shareholders/bg-documents/recommended-cash-and-share-offer-for-bg-group-plc-by-royal-dutch-shell-plc/_jcr_content/root/main/section/simple_90034901/text_970341755.multi.stream/1664200505774/e75d310f5bb616c737f4f34ef3a66f1c65eba624/bg-group-plcs-annual-report-and-audited-accounts-for-the-year-ended-31-december-2012-updt.pdf,36575051614,https://www.shell.com/investors/information-for-shareholders/bg-documents/recommended-cash-and-share-offer-for-bg-group-plc-by-royal-dutch-shell-plc/_jcr_content/root/main/section/simple_90034901/text_970341755.multi.stream/1664200505774/e75d310f5bb616c737f4f34ef3a66f1c65eba624/bg-group-plcs-annual-report-and-audited-accounts-for-the-year-ended-31-december-2012-updt.pdf,16.67,https://www.shell.com/investors/information-for-shareholders/bg-documents/_jcr_content/root/main/section/link_list_copy/links/item2.stream/1663748587333/6c17ab0ea67ceafe6f3d214ee0a1478087bc1d30/bg-group-2014-annual-report.pdf,"Annual report shareholder profile gives 3,614,135,535 shares at 31 December 2012. Market cap computed as year-end price × shares in issue; share-count provenance is in shares_source_url."
03690065,2013,,,3618513746,https://www.marketscreener.com/quote/stock/BG-GROUP-4001264/news/BG-Group-plc-Total-Voting-Rights-17742288/,,,18.02,https://www.shell.com/investors/information-for-shareholders/bg-documents/_jcr_content/root/main/section/link_list_copy/links/item2.stream/1663748587333/6c17ab0ea67ceafe6f3d214ee0a1478087bc1d30/bg-group-2014-annual-report.pdf,"31 December 2013 total voting rights announcement gives 3,618,513,746 ordinary shares in issue (including treasury)."
03690065,2014,865,https://www.globenewswire.com/en/Attachment/DownloadAttachment?articleid=814033&fileId=378855&filename=Investeringsforeningen_Nykredit_Invest_aarsrapport_2015_inkl_beholdningslister.pdf&filetype=3&islogo=0,3621000000,https://www.shell.com/investors/information-for-shareholders/bg-documents/_jcr_content/root/main/section/link_list_copy/links/item1.stream/1663748571300/7fda6f06a204426235d99edd3a17ce87df3f5815/bg-group-2015-annual-report.pdf,,,17.99,https://www.shell.com/investors/information-for-shareholders/bg-documents/_jcr_content/root/main/section/link_list_copy/links/item2.stream/1663748587333/6c17ab0ea67ceafe6f3d214ee0a1478087bc1d30/bg-group-2014-annual-report.pdf,"2015 annual report comparative reports 2014 issued shares as 3,621m; stored as 3,621,000,000 and flagged estimate because disclosure is rounded to millions. Audit: legacy static Shell URL replaced with the live Shell-hosted copy of the same 2015 annual report. Audited Nykredit holdings schedule explicitly reports BG GROUP PLC at 865p on 31-12-2014. Market cap deliberately not computed from existing rounded share count unless exact compatible issued count is established. Existing transaction-era dividend treatment preserved."
03690065,2015,985,https://www.globenewswire.com/en/Attachment/DownloadAttachment?articleid=814033&fileId=378855&filename=Investeringsforeningen_Nykredit_Invest_aarsrapport_2015_inkl_beholdningslister.pdf&filetype=3&islogo=0,3622000000,https://www.shell.com/investors/information-for-shareholders/bg-documents/_jcr_content/root/main/section/link_list_copy/links/item1.stream/1663748571300/7fda6f06a204426235d99edd3a17ce87df3f5815/bg-group-2015-annual-report.pdf,,,9.22,https://www.shell.com/investors/information-for-shareholders/bg-documents/_jcr_content/root/main/section/link_list_copy/links/item1.stream/1663748571300/7fda6f06a204426235d99edd3a17ce87df3f5815/bg-group-2015-annual-report.pdf,"2015 annual report reports issued shares as 3,622m; stored as 3,622,000,000 and flagged estimate because disclosure is rounded to millions. 2015 BG ordinary dividend is the 9.22p interim dividend; the annual report states no further BG final dividend was paid because the Shell combination became effective before Shell's Q4 dividend record date. Audit: legacy static Shell URL replaced with the live Shell-hosted copy of the same 2015 annual report. Audited Nykredit holdings schedule explicitly reports BG GROUP PLC at 985p on 31-12-2015. Market cap deliberately not computed from existing rounded share count unless exact compatible issued count is established. Existing transaction-era dividend treatment preserved."
03771147,2001,,,,,,,12.10,https://www.sec.gov/Archives/edgar/data/1100427/000104746904037255/a2146222z20-f.htm,SEC-hosted Allied Domecq issuer filing gives total ordinary dividend per share for FY2001 of 12.10p. ADS dividend figures are not used; ordinary-share pence series is used.
03771147,2002,,,,,,,13.00,https://www.sec.gov/Archives/edgar/data/1100427/000104746904037255/a2146222z20-f.htm,SEC-hosted Allied Domecq issuer filing gives total ordinary dividend per share for FY2002 of 13.00p. ADS dividend figures are not used; ordinary-share pence series is used.
03771147,2003,,,,,,,14.00,https://www.sec.gov/Archives/edgar/data/1100427/000104746904037255/a2146222z20-f.htm,SEC-hosted Allied Domecq issuer filing gives total ordinary dividend per share for FY2003 of 14.00p. ADS dividend figures are not used; ordinary-share pence series is used.
03771147,2004,,,,,,,15.50,https://www.sec.gov/Archives/edgar/data/1100427/000104746904037255/a2146222z20-f.htm,SEC-hosted Allied Domecq issuer filing gives total ordinary dividend per share for FY2004 of 15.50p. ADS dividend figures are not used; ordinary-share pence series is used.
03811373,2004,,,,,,,,,
03811373,2006,,,,,,,,,
03900804,2001,156,https://www.acri.it/_upload/bilanci/2617_B_01.pdf,,,,,,,"Lattice Group PLC 2001 price evidence: a securities portfolio explicitly headed 31/12/2001 lists LATTICE GROUP PLC at GBP 1.5600, converted to 156p. The group changed its reporting year-end around the subsequent merger period, so no fiscal-period dividend is forced into this calendar-year row without a clean FY2001 definition. Exact 31 December issued shares and market cap remain blank. High-yield audit: existing Lattice 156p exact 31-12-2001 price preserved. Lattice changed financial year-end and reported a 15-month period to 31 March 2002, so no artificial FY2001 dividend is inserted."
03902746,2001,,,,,,,,,
03902746,2002,,,,,,,,,
03962410,2001,,,,,,,,,
03962410,2002,,,,,,,,,
03962410,2003,,,,,,,,,
04190816,2001,,,,,,,,,"BT 2001 deliberately remains unresolved: BT Group plc was inserted as listed holding company during the November 2001 reorganisation, while British Telecommunications plc was the prior listed entity. No metric is moved across that entity transition without exact post-substitution capital/date evidence."
04190816,2002,,,,,,,2.0,https://www.bt.com/about/investors/individual-shareholders/dividends,"BT Group plc official dividend history: row 2002 uses total ordinary dividend for financial year ending 31 March 2002: 2.0p (interim + final), not dividends merely paid in calendar year."
04190816,2003,,,,,,,6.5,https://www.bt.com/about/investors/individual-shareholders/dividends,"BT Group plc official dividend history: row 2003 uses total ordinary dividend for financial year ending 31 March 2003: 6.5p (interim + final), not dividends merely paid in calendar year."
04190816,2004,,,,,,,8.5,https://www.bt.com/about/investors/individual-shareholders/dividends,"BT Group plc official dividend history: row 2004 uses total ordinary dividend for financial year ending 31 March 2004: 8.5p (interim + final), not dividends merely paid in calendar year."
04190816,2005,,,,,,,10.4,https://www.bt.com/about/investors/individual-shareholders/dividends,"BT Group plc official dividend history: row 2005 uses total ordinary dividend for financial year ending 31 March 2005: 10.4p (interim + final), not dividends merely paid in calendar year."
04190816,2006,,,,,,,11.9,https://www.bt.com/about/investors/individual-shareholders/dividends,"BT Group plc official dividend history: row 2006 uses total ordinary dividend for financial year ending 31 March 2006: 11.9p (interim + final), not dividends merely paid in calendar year."
04190816,2007,,,,,,,15.1,https://www.bt.com/about/investors/individual-shareholders/dividends,"BT Group plc official dividend history: row 2007 uses total ordinary dividend for financial year ending 31 March 2007: 15.1p (interim + final), not dividends merely paid in calendar year."
04190816,2008,,,,,,,15.8,https://www.bt.com/about/investors/individual-shareholders/dividends,"BT Group plc official dividend history: row 2008 uses total ordinary dividend for financial year ending 31 March 2008: 15.8p (interim + final), not dividends merely paid in calendar year."
04190816,2009,,,,,,,6.5,https://www.bt.com/about/investors/individual-shareholders/dividends,"BT Group plc official dividend history: row 2009 uses total ordinary dividend for financial year ending 31 March 2009: 6.5p (interim + final), not dividends merely paid in calendar year."
04190816,2010,,,,,,,6.9,https://www.bt.com/about/investors/individual-shareholders/dividends,"BT Group plc official dividend history: row 2010 uses total ordinary dividend for financial year ending 31 March 2010: 6.9p (interim + final), not dividends merely paid in calendar year."
04190816,2011,185.6,https://www.annualreports.co.uk/HostedData/AnnualReportArchive/b/LSE_BT_2011.pdf,8151227029,https://www.annualreports.co.uk/HostedData/AnnualReportArchive/b/LSE_BT_2011.pdf,15128677365.824,https://www.annualreports.co.uk/HostedData/AnnualReportArchive/b/LSE_BT_2011.pdf,7.4,https://www.bt.com/about/investors/individual-shareholders/dividends,"BT Group plc official dividend history: row 2011 uses total ordinary dividend for financial year ending 31 March 2011: 7.4p (interim + final), not dividends merely paid in calendar year. Audited Nykredit 31-12-2011 holdings schedule reports BT Group PLC at 190.9p, used as exact year-end quoted ordinary-share price. FISCAL-YEAR-END AUDIT: issuer annual report states BT ordinary-share market price at 31 March 2011 was 185.6p. FISCAL-YEAR-END AUDIT: allotted, called up and fully paid ordinary share capital at 31 March 2011 comprised 8,151,227,029 ordinary shares of 5p. BT Group FY2011 Market cap computed as 185.6p/100 × 8151227029 issued ordinary shares = £15128677365.824."
04190816,2012,226.4,https://www.annualreports.com/HostedData/AnnualReportArchive/b/LSE_BT_2012.pdf,8151227029,https://www.sec.gov/Archives/edgar/data/756620/000119312512245853/d354337dex152.htm,18454377993.656,https://www.annualreports.com/HostedData/AnnualReportArchive/b/LSE_BT_2012.pdf,8.3,https://www.bt.com/about/investors/individual-shareholders/dividends,"BT Group plc official dividend history: row 2012 uses total ordinary dividend for financial year ending 31 March 2012: 8.3p (interim + final), not dividends merely paid in calendar year. Audited Nykredit 31-12-2012 holdings schedule reports BT Group PLC at 231.1p, used as exact year-end quoted ordinary-share price. FISCAL-YEAR-END AUDIT: issuer annual report states BT ordinary-share market price at 31 March 2012 was 226.4p. FISCAL-YEAR-END AUDIT: allotted, called up and fully paid ordinary share capital at 31 March 2012 comprised 8,151,227,029 ordinary shares of 5p. BT Group FY2012 Market cap computed as 226.4p/100 × 8151227029 issued ordinary shares = £18454377993.656."
04190816,2013,278,https://www.annualreports.co.uk/HostedData/AnnualReportArchive/b/LSE_BT_2013.pdf,8151227029,https://www.sec.gov/Archives/edgar/data/756620/000119312513232197/d540034dex152.htm,22660411140.62,https://www.annualreports.co.uk/HostedData/AnnualReportArchive/b/LSE_BT_2013.pdf,9.5,https://www.bt.com/about/investors/individual-shareholders/dividends,"BT Group plc official dividend history: row 2013 uses total ordinary dividend for financial year ending 31 March 2013: 9.5p (interim + final), not dividends merely paid in calendar year. Audited Nykredit 31-12-2013 holdings schedule reports BT Group PLC at 379.4p, used as exact year-end quoted ordinary-share price. FISCAL-YEAR-END AUDIT: issuer annual report states BT ordinary-share market price at 31 March 2013 was 278p. FISCAL-YEAR-END AUDIT: allotted, called up and fully paid ordinary share capital at 31 March 2013 comprised 8,151,227,029 ordinary shares of 5p. BT Group FY2013 Market cap computed as 278p/100 × 8151227029 issued ordinary shares = £22660411140.62."
04190816,2014,,,8151227029,https://www.sec.gov/Archives/edgar/data/756620/000119312514208810/d727763dex152.htm,,,10.9,https://www.bt.com/about/investors/individual-shareholders/dividends,"BT Group plc official dividend history: row 2014 uses total ordinary dividend for financial year ending 31 March 2014: 10.9p (interim + final), not dividends merely paid in calendar year. Audited Nykredit 31-12-2014 holdings schedule reports BT Group PLC at 401.5p, used as exact year-end quoted ordinary-share price. FISCAL-YEAR-END AUDIT: issuer/SEC annual report states allotted, called up and fully paid ordinary share capital at 31 March 2014 comprised 8,151,227,029 ordinary shares. FISCAL-YEAR-END AUDIT CORRECTION: prior 31-December quote removed; exact 31-March close not retained without direct point-date verification. FISCAL-YEAR-END AUDIT CORRECTION: market cap left blank pending exact 31-March price."
04190816,2015,,,,,,,12.4,https://www.bt.com/about/investors/individual-shareholders/dividends,"BT Group plc official dividend history: row 2015 uses total ordinary dividend for financial year ending 31 March 2015: 12.4p (interim + final), not dividends merely paid in calendar year. Audited Nykredit 31-12-2015 holdings schedule reports BT Group PLC at 471.7p, used as exact year-end quoted ordinary-share price. FISCAL-YEAR-END AUDIT CORRECTION: prior 31-December quote removed; exact 31-March close not retained without direct point-date verification. FISCAL-YEAR-END AUDIT CORRECTION: market cap left blank pending exact 31-March price and exact 31-March issued-share count on the same capital basis."
04190833,2001,,,,,,,,,
04190833,2002,,,,,,,,,
04190833,2003,,,,,,,,,
04190833,2004,,,,,,,,,
04190833,2005,,,,,,,,,
04191106,2002,,,,,,,,,
04191106,2003,,,,,,,,,
04191106,2010,,,,,,,,,
04191106,2011,,,,,,,,,
04191106,2012,,,,,,,,,
04191106,2013,373.3,https://www.nykreditinvest.dk/siteassets/pdfer/fonds-rapporter/arsrapporter/nykredit-invest/aarsrapport_2014_investeringsforeningen_nykredit_invest.pdf,,,,,,,Audited Nykredit 31-12-2013 holdings schedule reports GKN PLC at 373.3p. Other metrics remain blank pending exact calendar-year-end capital and FY-dividend evidence on correct holding-company basis.
04191106,2014,344,https://www.nykreditinvest.dk/siteassets/pdfer/fonds-rapporter/arsrapporter/nykredit-invest/aarsrapport_2014_investeringsforeningen_nykredit_invest.pdf,,,,,,,Audited Nykredit 31-12-2014 holdings schedule reports GKN PLC at 344p. Other metrics remain blank pending exact calendar-year-end capital and FY-dividend evidence on correct holding-company basis.
04191106,2015,308.4,https://www.globenewswire.com/en/Attachment/DownloadAttachment?articleid=814033&fileId=378855&filename=Investeringsforeningen_Nykredit_Invest_aarsrapport_2015_inkl_beholdningslister.pdf&filetype=3&islogo=0,,,,,,,Audited Nykredit 31-12-2015 holdings schedule reports GKN PLC at 308.4p. Other metrics remain blank pending exact calendar-year-end capital and FY-dividend evidence on correct holding-company basis.
04191122,2001,,,,,,,,,
04191122,2002,,,,,,,,,
04212563,2004,,,,,,,16.5,https://www.annualreports.com/HostedData/AnnualReportArchive/w/LSE_WMH.L_2004.pdf,"William Hill PLC FY2004 audit: annual report for the 52 weeks ended 28 December 2004 states total ordinary dividend per share of 16.5p (5.5p interim + 11.0p final). The financial-year dividend is valid for the requested dividend metric, but the 28 December reporting date is not assumed to equal calendar year-end for shares or price; those fields remain blank pending exact 31 December evidence. High-yield audit: existing William Hill values preserved. Exact final-trading-day price not added without inspected exact-date quote. 2013 existing 867,234,226 issued-share count is post 2-for-9 rights issue and remains on that capital basis."
04212563,2013,,,867234226,https://www.annualreports.com/HostedData/AnnualReportArchive/w/LSE_WMH.L_2013.pdf,,,11.6,https://www.annualreports.com/HostedData/AnnualReportArchive/w/LSE_WMH.L_2013.pdf,"William Hill PLC 2013 entity/capital audit: issuer annual report gives 867,234,226 called-up, allotted and fully paid ordinary shares of 10p at 31 December 2013. It documents the 5 April 2013 2-for-9 rights issue, including 156.9m rights shares; the post-rights year-end issued count is used rather than weighted-average or treasury/employee-benefit-trust denominators. FY2013 ordinary dividend is 11.6p (3.7p interim + 7.9p final). Exact final-trading-day price was not verified strongly enough, so price and market cap remain blank. High-yield audit: existing William Hill values preserved. Exact final-trading-day price not added without inspected exact-date quote. 2013 existing 867,234,226 issued-share count is post 2-for-9 rights issue and remains on that capital basis."
04345939,2002,,,,,,,,,
04345939,2003,,,,,,,,,
04345939,2004,,,,,,,,,
04345939,2005,,,,,,,,,
04345939,2006,,,,,,,,,
04345939,2007,3550,https://www.annualreports.com/HostedData/AnnualReportArchive/x/LSE_XTA_2008.pdf,971666920,https://www.annualreports.com/HostedData/AnnualReportArchive/x/LSE_XTA_2008.pdf,34494175660,https://www.annualreports.com/HostedData/AnnualReportArchive/x/LSE_XTA_2008.pdf,,,"Entity-history audit: company 04345939 was Xstrata plc from 18 February 2002 until 7 May 2013. Year-end price is the issuer-reported LSE closing price in GBP converted to pence (×100). Shares are issued, called-up and fully paid ordinary shares at 31 December, not the treasury-adjusted/weighted-average EPS share count. Market cap computed as year-end price (pence)/100 × issued ordinary shares."
04345939,2008,640,https://www.annualreports.com/HostedData/AnnualReportArchive/x/LSE_XTA_2008.pdf,977670540,https://www.annualreports.com/HostedData/AnnualReportArchive/x/LSE_XTA_2008.pdf,6257091456,https://www.annualreports.com/HostedData/AnnualReportArchive/x/LSE_XTA_2008.pdf,,,"Entity-history audit: company 04345939 was Xstrata plc from 18 February 2002 until 7 May 2013. Year-end price is the issuer-reported LSE closing price in GBP converted to pence (×100). Shares are issued, called-up and fully paid ordinary shares at 31 December, not the treasury-adjusted/weighted-average EPS share count. Market cap computed as year-end price (pence)/100 × issued ordinary shares."
04345939,2009,1121,https://www.annualreports.com/HostedData/AnnualReportArchive/x/LSE_XTA_2009.pdf,2939011620,https://www.annualreports.com/HostedData/AnnualReportArchive/x/LSE_XTA_2009.pdf,32946320260.2,https://www.annualreports.com/HostedData/AnnualReportArchive/x/LSE_XTA_2009.pdf,,,"Entity-history audit: company 04345939 was Xstrata plc from 18 February 2002 until 7 May 2013. Year-end price is the issuer-reported LSE closing price in GBP converted to pence (×100). Shares are issued, called-up and fully paid ordinary shares at 31 December, not the treasury-adjusted/weighted-average EPS share count. Market cap computed as year-end price (pence)/100 × issued ordinary shares."
04345939,2010,1506,https://www.annualreports.com/HostedData/AnnualReportArchive/x/LSE_XTA_2010.pdf,2964692076,https://www.annualreports.com/HostedData/AnnualReportArchive/x/LSE_XTA_2010.pdf,44648262664.56,https://www.annualreports.com/HostedData/AnnualReportArchive/x/LSE_XTA_2010.pdf,,,"Entity-history audit: company 04345939 was Xstrata plc from 18 February 2002 until 7 May 2013. Year-end price is the issuer-reported LSE closing price in GBP converted to pence (×100). Shares are issued, called-up and fully paid ordinary shares at 31 December, not the treasury-adjusted/weighted-average EPS share count. Market cap computed as year-end price (pence)/100 × issued ordinary shares."
04345939,2011,978,https://www.annualreports.com/HostedData/AnnualReportArchive/x/LSE_XTA_2011.pdf,2964692076,https://www.annualreports.com/HostedData/AnnualReportArchive/x/LSE_XTA_2011.pdf,28994688503.28,https://www.annualreports.com/HostedData/AnnualReportArchive/x/LSE_XTA_2011.pdf,,,"Entity-history audit: company 04345939 was Xstrata plc from 18 February 2002 until 7 May 2013. Year-end price is the issuer-reported LSE closing price in GBP converted to pence (×100). Shares are issued, called-up and fully paid ordinary shares at 31 December, not the treasury-adjusted/weighted-average EPS share count. Market cap computed as year-end price (pence)/100 × issued ordinary shares."
04345939,2012,1059,https://data.fca.org.uk/artefacts/NSM/data-migration/51398501.pdf,3002692076,https://data.fca.org.uk/artefacts/NSM/data-migration/51398501.pdf,31798509084.84,https://data.fca.org.uk/artefacts/NSM/data-migration/51398501.pdf,,,"Entity-history audit: company 04345939 was Xstrata plc from 18 February 2002 until 7 May 2013. Year-end price is the issuer-reported LSE closing price in GBP converted to pence (×100). Shares are issued, called-up and fully paid ordinary shares at 31 December, not the treasury-adjusted/weighted-average EPS share count. Market cap computed as year-end price (pence)/100 × issued ordinary shares."
04452715,2006,,,,,,,,,
04740415,2006,,,,,,,,,
04740415,2007,,,,,,,,,
04740415,2008,,,,,,,,,
04740415,2009,,,,,,,,,
04740415,2010,,,,,,,,,
04740415,2011,,,,,,,,,
04740415,2012,,,,,,,,,
04886115,2008,,,,,,,,,
