symbol,cik,fiscal_year,market_cap,marketcap_source_url,shares_outstanding,shares_source_url,employees,employees_source_url,notes
CMA,28412,2006,9240000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMA,28412,2007,6550000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMA,28412,2008,2980000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMA,28412,2009,4470000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMA,28412,2010,7450000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMA,28412,2011,5120000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMA,28412,2012,5710000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMA,28412,2013,8660000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMA,28412,2014,8380000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMA,28412,2015,7340000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMA,28412,2016,11730000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMA,28412,2017,15090000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMA,28412,2018,10990000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMA,28412,2019,10190000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMA,28412,2020,7760000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMA,28412,2021,11360000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMA,28412,2022,8750000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMA,28412,2023,7350000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMA,28412,2024,8120000000,https://companiesmarketcap.com/comerica/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CMCSA,1166691,2025,,,3604212627,https://www.sec.gov/Archives/edgar/data/1166691/000162828026004994/cmcsa-20251231.htm,,,"Fiscal-year-end balance sheet: 3,594,768,252 Class A shares plus 9,444,375 Class B shares outstanding."
CME,1156375,2025,,,,,3875,https://www.sec.gov/Archives/edgar/data/1156375/000115637526000009/cme-20251231.htm,"10-K states approximately 3,875 employees as of December 31, 2025."
CMG,1058090,2025,,,,,130301,https://www.sec.gov/Archives/edgar/data/1058090/000105809026000009/cmg-20251231.htm,"10-K reports 130,301 employees as of December 31, 2025; contract workers excluded."
COF,927628,2025,,,,,76300,https://www.sec.gov/Archives/edgar/data/927628/000092762826000024/cof-20251231.htm,"10-K states approximately 76,300 employees as of December 31, 2025."
COG,858470,2003,950000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COG,858470,2004,1460000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COG,858470,2005,2190000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COG,858470,2006,2910000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COG,858470,2007,3910000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COG,858470,2008,2680000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COG,858470,2009,4510000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COG,858470,2010,3930000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COG,858470,2011,7930000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COG,858470,2012,10440000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COG,858470,2013,16130000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COG,858470,2014,12220000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COG,858470,2015,7320000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COG,858470,2016,10860000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COG,858470,2017,13220000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COG,858470,2018,9440000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COG,858470,2019,6920000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COG,858470,2020,6480000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COG,858470,2021,8890000000,https://companiesmarketcap.com/cabot-oil-gas/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
COHR,820318,2025,13867000000,https://stockanalysis.com/stocks/cohr/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 13,867 million USD for FY2025 (period ending Jun '25); stored as 13,867,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 13,867 million USD for FY2025, period ending Jun '25; stored at source precision."
COIN,1679788,2025,,,,,4951,https://www.sec.gov/Archives/edgar/data/1679788/000167978826000015/coin-20251231.htm,"10-K states 4,951 employees as of December 31, 2025."
COTY,1024305,2025,,,,,11636,https://www.sec.gov/Archives/edgar/data/1024305/000102430525000030/coty-20250630.htm,"10-K states approximately 11,636 full-time employees as of June 30, 2025."
CPRT,900075,2025,43831000000,https://stockanalysis.com/stocks/cprt/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 43,831 million USD for FY2025 (period ending Jul '25); stored as 43,831,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 43,831 million USD for FY2025, period ending Jul '25; stored at source precision."
CRH,849395,2025,83483000000,https://stockanalysis.com/stocks/crh/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 83,483 million USD for FY2025 (period ending Dec '25); stored as 83,483,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 83,483 million USD for FY2025, period ending Dec '25; stored at source precision."
CRL,1100682,2024,,,,,20100,https://www.sec.gov/Archives/edgar/data/1100682/000110068225000011/crl-20241228.htm,"10-K states approximately 20,100 employees as of December 28, 2024."
CRM,1108524,2026,,,,,83334,https://www.sec.gov/Archives/edgar/data/1108524/000110852426000060/crm-20260131.htm,"10-K reports 83,334 employees as of January 31, 2026."
CRWD,1535527,2026,,,,,10698,https://www.sec.gov/Archives/edgar/data/1535527/000153552726000010/crwd-20260131.htm,"10-K reports 10,698 full-time employees as of January 31, 2026."
CSCO,858877,2025,,,,,86200,https://www.sec.gov/Archives/edgar/data/858877/000085887725000111/csco-20250726.htm,"10-K states approximately 86,200 employees as of July 26, 2025."
CSGP,1057352,2025,28498000000,https://stockanalysis.com/stocks/csgp/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 28,498 million USD for FY2025 (period ending Dec '25); stored as 28,498,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 28,498 million USD for FY2025, period ending Dec '25; stored at source precision."
CTRA,858470,2022,19373000000,https://stockanalysis.com/stocks/ctra/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 19,373 million USD for FY2022 (period ending Dec '22); stored as 19,373,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 19,373 million USD for FY2022, period ending Dec '22; stored at source precision."
CTRA,858470,2023,19196000000,https://stockanalysis.com/stocks/ctra/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 19,196 million USD for FY2023 (period ending Dec '23); stored as 19,196,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 19,196 million USD for FY2023, period ending Dec '23; stored at source precision."
CTRA,858470,2024,18813000000,https://stockanalysis.com/stocks/ctra/financials/ratios/,,,915,https://www.sec.gov/Archives/edgar/data/858470/000085847025000075/cog-20241231.htm,"10-K reports 915 Coterra employees as of December 31, 2024. Filing document name retains legacy COG; CIK matches exactly. | Market cap reported by StockAnalysis/S&P Global Market Intelligence as 18,813 million USD for FY2024 (period ending Dec '24); stored as 18,813,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 18,813 million USD for FY2024, period ending Dec '24; stored at source precision."
CTRA,858470,2025,20039000000,https://stockanalysis.com/stocks/ctra/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 20,039 million USD for FY2025 (period ending Dec '25); stored as 20,039,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 20,039 million USD for FY2025, period ending Dec '25; stored at source precision."
CTSH,1058290,2025,,,,,351600,https://www.sec.gov/Archives/edgar/data/1058290/000105829026000008/ctsh-20251231.htm,"10-K states approximately 351,600 employees as of December 31, 2025."
CTVA,1755672,2025,,,,,21500,https://www.sec.gov/Archives/edgar/data/1755672/000175567226000004/ctva-20251231.htm,"10-K states approximately 21,500 employees as of December 31, 2025."
CTXS,877890,2001,4190000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2002,2070000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2003,3480000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2004,4160000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2005,5070000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2006,4860000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2007,7120000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2008,4280000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2009,7590000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2010,12820000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2011,11320000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2012,12220000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2013,11590000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2014,10250000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2015,11630000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2016,13920000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2017,13250000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2018,13460000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2019,14420000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2020,16010000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CTXS,877890,2021,11790000000,https://companiesmarketcap.com/citrix-systems/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
CVNA,1690820,2025,,,218339000,https://www.sec.gov/Archives/edgar/data/1690820/000169082026000035/cvna-20260331.htm,,,"SEC 10-Q balance sheet carries the December 31, 2025 fiscal-year-end Class A and Class B share counts; filing reports shares in thousands."
CXO,1358071,2016,19360000000,https://companiesmarketcap.com/concho-resources/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2016: $19.36B USD, stored as 19,360,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
CXO,1358071,2017,22330000000,https://companiesmarketcap.com/concho-resources/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2017: $22.33B USD, stored as 22,330,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
CXO,1358071,2018,20580000000,https://companiesmarketcap.com/concho-resources/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2018: $20.58B USD, stored as 20,580,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
CXO,1358071,2019,17310000000,https://companiesmarketcap.com/concho-resources/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2019: $17.31B USD, stored as 17,310,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
DASH,1792789,2025,,,434247000,https://www.sec.gov/Archives/edgar/data/1792789/000179278926000022/doordash-arsxannualreportt.pdf,,,Sum of fiscal-year-end Class A and Class B shares outstanding; filing reports share amounts in thousands.
DD,1666700,2025,16843000000,https://stockanalysis.com/stocks/dd/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 16,843 million USD for FY2025 (period ending Dec '25); stored as 16,843,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 16,843 million USD for FY2025, period ending Dec '25; stored at source precision."
DDOG,1561550,2025,,,352525971,https://www.sec.gov/Archives/edgar/data/1561550/000162828026008819/ddog-20251231.htm,,,Sum of exact fiscal-year-end Class A and Class B common shares outstanding.
DEC,1922446,2025,1145000000,https://stockanalysis.com/stocks/dec/financials/ratios/,,,,,"FY2025 fiscal-period market cap, Dec. 2025."
DELL,1571996,2025,,,696000000,https://www.sec.gov/Archives/edgar/data/1571996/000157199626000008/dell-20260130.htm,,,"SEC 10-K capitalization table gives January 31, 2025 total common shares outstanding as 696 million; rounded to nearest million as reported."
DELL,1571996,2026,,,652000000,https://www.sec.gov/Archives/edgar/data/1571996/000157199626000008/dell-20260130.htm,,,"SEC 10-K capitalization table gives January 30, 2026 total common shares outstanding as 652 million; rounded to nearest million as reported."
DFS,1393612,2007,7200000000,https://companiesmarketcap.com/discover-financial-services/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
DFS,1393612,2008,4570000000,https://companiesmarketcap.com/discover-financial-services/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
DFS,1393612,2009,7980000000,https://companiesmarketcap.com/discover-financial-services/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
DFS,1393612,2010,10090000000,https://companiesmarketcap.com/discover-financial-services/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
DFS,1393612,2011,12690000000,https://companiesmarketcap.com/discover-financial-services/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
DFS,1393612,2012,19190000000,https://companiesmarketcap.com/discover-financial-services/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
DFS,1393612,2013,26420000000,https://companiesmarketcap.com/discover-financial-services/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
DFS,1393612,2014,29410000000,https://companiesmarketcap.com/discover-financial-services/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
DFS,1393612,2015,22610000000,https://companiesmarketcap.com/discover-financial-services/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
DFS,1393612,2016,28430000000,https://companiesmarketcap.com/discover-financial-services/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
DFS,1393612,2017,27950000000,https://companiesmarketcap.com/discover-financial-services/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
DFS,1393612,2018,19540000000,https://companiesmarketcap.com/discover-financial-services/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
DFS,1393612,2019,26300000000,https://companiesmarketcap.com/discover-financial-services/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
DFS,1393612,2020,27740000000,https://companiesmarketcap.com/discover-financial-services/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
DFS,1393612,2021,33280000000,https://companiesmarketcap.com/discover-financial-services/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
DFS,1393612,2022,26720000000,https://companiesmarketcap.com/discover-financial-services/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
DFS,1393612,2023,28100000000,https://companiesmarketcap.com/discover-financial-services/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
DFS,1393612,2024,43860000000,https://companiesmarketcap.com/discover-financial-services/marketcap/,,,,,Direct CompaniesMarketCap stated end-of-year USD market cap; company fiscal year ends Dec. 31; source value is rounded.
DIS,1744489,2025,204012000000,https://stockanalysis.com/stocks/dis/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 204,012 million USD for FY2025 (period ending Sep '25); stored as 204,012,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 204,012 million USD for FY2025, period ending Sep '25; stored at source precision."
DLR,1297996,2025,53143000000,https://stockanalysis.com/stocks/dlr/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 53,143 million USD for FY2025 (period ending Dec '25); stored as 53,143,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 53,143 million USD for FY2025, period ending Dec '25; stored at source precision."
DLTR,935703,2025,15773000000,https://stockanalysis.com/stocks/dltr/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 15,773 million USD for FY2025 (period ending Feb '25); stored as 15,773,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 15,773 million USD for FY2025, period ending Feb '25; stored at source precision."
DLTR,935703,2026,23383000000,https://stockanalysis.com/stocks/dltr/financials/ratios/,,,153032,https://www.sec.gov/Archives/edgar/data/935703/000093570326000025/dltr-20260131.htm,"10-K for fiscal year ended January 31, 2026 gives total 153,032 associates as of January 31, 2026. | Market cap reported by StockAnalysis/S&P Global Market Intelligence as 23,383 million USD for FY2026 (period ending Jan '26); stored as 23,383,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 23,383 million USD for FY2026, period ending Jan '26; stored at source precision."
DOV,29905,2025,,,,,24000,https://www.sec.gov/Archives/edgar/data/29905/000002990526000009/dov-20251231.htm,"10-K states approximately 24,000 employees worldwide as of December 31, 2025."
DPZ,1286681,2020,15110000000,https://stockanalysis.com/stocks/dpz/market-cap/,,,,,"Near-fiscal-year-end estimate from Dec. 31, 2020."
DPZ,1286681,2025,14080000000,https://stockanalysis.com/stocks/dpz/market-cap/,,,,,"Near-fiscal-year-end estimate from Dec. 31, 2025."
DRE,783280,2017,9690000000,https://companiesmarketcap.com/duke-realty/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2017: $9.69B USD, stored as 9,690,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
DRE,783280,2018,9290000000,https://companiesmarketcap.com/duke-realty/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2018: $9.29B USD, stored as 9,290,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
DRE,783280,2019,12750000000,https://companiesmarketcap.com/duke-realty/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2019: $12.75B USD, stored as 12,750,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
DRE,783280,2020,14860000000,https://companiesmarketcap.com/duke-realty/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2020: $14.86B USD, stored as 14,860,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
DRE,783280,2021,24990000000,https://companiesmarketcap.com/duke-realty/marketcap/,,,,,"Market cap is CompaniesMarketCap end-of-year market capitalization for 2021: $24.99B USD, stored as 24,990,000,000 USD at source precision. Used only where fiscal year ends in December, so calendar year-end aligns with fiscal year-end."
DVN,1090012,2025,,,,,2200,https://www.sec.gov/Archives/edgar/data/1090012/000119312526056485/dvn-20251231.htm,"10-K states approximately 2,200 employees as of December 31, 2025."
DXC,1688568,2025,3087000000,https://stockanalysis.com/stocks/dxc/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 3,087 million USD for FY2025 (period ending Mar '25); stored as 3,087,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 3,087 million USD for FY2025, period ending Mar '25; stored at source precision."
DXC,1688568,2026,2134000000,https://stockanalysis.com/stocks/dxc/financials/ratios/,,,,,"Market cap reported by StockAnalysis/S&P Global Market Intelligence as 2,134 million USD for FY2026 (period ending Mar '26); stored as 2,134,000,000 USD at source precision. | Market cap reported by StockAnalysis fiscal ratios as 2,134 million USD for FY2026, period ending Mar '26; stored at source precision."
DXCM,1093557,2009,371600000,https://stockanalysis.com/stocks/dxcm/market-cap/,52755211,https://www.sec.gov/Archives/edgar/data/1093557/000119312510051468/d10k.htm,,,"FY2009 is calendar-year aligned. Market cap is StockAnalysis/Nasdaq Data Link's Dec. 31, 2009 value. Shares are the exact FY2009 10-K cover disclosure: 52,755,211 shares outstanding as of March 3, 2010; cover-page measurement date is noted. | Dec. 31, 2009 historical market cap; calendar FY. | FY2009 10-K cover count as of Mar. 3, 2010."
DXCM,1093557,2025,25890000000,https://stockanalysis.com/stocks/dxcm/market-cap/,,,11100,https://www.sec.gov/Archives/edgar/data/1093557/000109355726000027/dxcm-20251231.htm,"10-K states approximately 11,100 employees as of December 31, 2025. | Market cap reported by StockAnalysis/Nasdaq Data Link as 25.89 billion USD on Dec. 31, 2025; FY2025 is calendar-year aligned. | Dec. 31, 2025 historical market cap; calendar FY."
EL,1001250,2025,,,,,57000,https://www.sec.gov/Archives/edgar/data/1001250/000100125025000099/el-20250630.htm,"10-K states approximately 57,000 employees worldwide as of June 30, 2025."
EME,105634,2025,,,,,44000,https://www.sec.gov/Archives/edgar/data/105634/000010563426000025/eme-20251231.htm,"10-K states approximately 44,000 employees as of December 31, 2025."
