queue,priority,ticker,company,spine_id,issues,next_step,entry_not_certified,exit_not_certified,manual_required,source_upgrade_pending,decision_status,decision_note,accepted_source_url,certified_boundary,corroborating_source_url,blocked_financial_rows,financial_unlock_rank
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,IPG,"Interpublic Group of Companies,",SP500_SPELL_0598,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2025-11-28. Promoted to historical publication scope.,https://press.spglobal.com/2025-11-24-Sandisk-Set-to-Join-S-P-500-Upwork%2C-First-Interstate-BancSystem%2C-PTC-Therapeutics-to-Join-S-P-SmallCap-600,2025-11-28,,7,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,IPGP,IPG Photonics Corp,SP500_SPELL_0599,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2022-06-21. Promoted to historical publication scope.,https://press.spglobal.com/2022-06-03-Keurig-Dr-Pepper%2C-VICI-Properties-and-ON-Semiconductor-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400%2C-and-S-P-SmallCap-600,2022-06-21,,4,
P0_MANUAL_DEEP_RESEARCH,P0,ITT,ITT Inc.,SP500_SPELL_0606,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,6,32
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,JAVA,Sun Microsystems,SP500_SPELL_0609,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,5,41
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,JBL,Jabil,SP500_SPELL_0611,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2014-11-05.,https://press.spglobal.com/2014-10-29-Level-3-Communications-Set-to-Join-the-S-P-500-Jabil-Circuit-to-Join-the-S-P-MidCap-400,2014-11-05,,11,
P0_MANUAL_DEEP_RESEARCH,P0,JCP,J.C. Penney Co Inc,SP500_SPELL_0614,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,3,73
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,JEF,Jefferies Financial Group Inc,SP500_SPELL_0616,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2019-09-26. Promoted to historical publication scope.,https://press.spglobal.com/2019-09-20-NVR-Set-to-Join-S-P-500-Jefferies-Financial-Group-II-VI-to-Join-S-P-MidCap-400-Callon-Petroleum-PriceSmart-to-Join-S-P-SmallCap-600,2019-09-26,,11,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,JHF,John Hancock Financial Services Inc,SP500_SPELL_0618,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,1,121
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,JNS,Janus Capital Group,SP500_SPELL_0622,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2011-11-23.,https://www.prnewswire.com/news-releases/sp-indices-announces-changes-to-us-indices-134149718.html,2011-11-23,,6,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,JNY,Jones Group,SP500_SPELL_0623,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2009-03-04.,https://www.rttnews.com/amp/864171/mcgraw-hill-division-standard-poor-s-announces-changes-to-u-s-indices-update.aspx,2009-03-04,,4,
P0_MANUAL_DEEP_RESEARCH,P0,JP,Jefferson-Pilot Corp.,SP500_SPELL_0626,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,4,61
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,JWN,"Nordstrom, Inc.",SP500_SPELL_0628,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2020-06-22. Promoted to historical publication scope.,https://press.spglobal.com/2020-06-12-S-P-Dow-Jones-Indices-Announces-Tyler-Technologies-Bio-Rad-Laboratories-and-Teledyne-Technologies-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2020-06-22,,5,
P0_MANUAL_DEEP_RESEARCH,P0,K,Kellanova,SP500_SPELL_0629,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,3,67
P0_MANUAL_DEEP_RESEARCH,P0,KATE,Kate Spade & Co,SP500_SPELL_0630,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,NO,YES,YES,NO,UNTOUCHED,,,,,4,63
P0_MANUAL_DEEP_RESEARCH,P0,KBH,KB Home,SP500_SPELL_0631,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,7,10
P0_MANUAL_DEEP_RESEARCH,P0,KM,Kmart Corp,SP500_SPELL_0641,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,2,101
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,KMG,Kerr-McGee Corp.,SP500_SPELL_0643,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2006-08-11.,https://money.cnn.com/2006/08/04/markets/cme_sp.dj/,2006-08-11,,3,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,KMX,CarMax,SP500_SPELL_0646,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2025-10-31. Promoted to historical publication scope.,https://press.spglobal.com/2025-10-27-Solstice-Advance-Materials-and-Qnity-Electronics-Set-to-Join-S-P-500-Others-to-Join-S-P-SmallCap-600,2025-10-31,,15,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,KRB,MBNA Corp.,SP500_SPELL_0650,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2006-01-03.,https://br.advfn.com/noticias/PRNUS/2005/artigo/13622138,2006-01-03,,4,
P0_MANUAL_DEEP_RESEARCH,P0,KRI,"Knight Ridder, Inc.",SP500_SPELL_0652,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,4,56
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,KSS,Kohl's Corp,SP500_SPELL_0654,,COMPLETE,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,S&P DJI deletion effective prior to open 2020-09-21; half-open exit date 2020-09-21. Primary index evidence.,https://press.spglobal.com/2020-09-04-Etsy-Teradyne-and-Catalent-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2020-09-21,,14,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,LDOS,Leidos,SP500_SPELL_0662,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exact exit boundary certified; first non-member date 2013-09-23.,https://press.spglobal.com/2013-09-11-Vertex-Ametek-Set-to-Join-the-S-P-500-Advanced-Micro-Devices-SAIC-to-Join-S-P-MidCap-400-Capstead-to-Join-S-P-SmallCap-600,2013-09-23,,4,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,LEG,Leggett & Platt Inc,SP500_SPELL_0665,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2021-12-20. Promoted to historical publication scope.,https://press.spglobal.com/2021-12-03-Signature-Bank%2C-SolarEdge-Technologies-and-FactSet-Research-Systems-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2021-12-20,,19,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,LEHMQ,Lehman Brothers Holdings,SP500_SPELL_0666,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2008-09-17.,https://br.advfn.com/noticias/PRNUS/2008/artigo/28136529,2008-09-17,,6,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,LKQ,LKQ Corporation,SP500_SPELL_0673,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2025-12-22. Promoted to historical publication scope.,https://press.spglobal.com/2025-12-05-CRH%2C-Carvana-and-Comfort-Systems-USA-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2025-12-22,,9,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,LLTC,Linear Technology Corp.,SP500_SPELL_0675,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2017-03-13. Promoted to historical publication scope.,https://press.spglobal.com/2017-03-06-Dish-Network-Set-to-Join-S-P-500,2017-03-13,,1,
P0_MANUAL_DEEP_RESEARCH,P0,LNC,Lincoln National Corporation,SP500_SPELL_0680,,COMPLETE,False,False,False,NO,PROMOTED_PUBLICATION_SAFE,LEFT_CENSORED membership proven at 2000-12-31 by SEC-filed Evergreen Equity Index Fund (invests only in S&P 500 stocks); exact S&P exit 2023-09-18.,https://press.spglobal.com/2023-09-01-Blackstone-and-Airbnb-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,2023-09-18,https://www.sec.gov/Archives/edgar/data/1045688/000102140801500022/dn30d.htm,22,1
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,LSI,LSI Corp,SP500_SPELL_0687,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2014-05-08.,https://press.spglobal.com/2014-05-05-Avago-Technologies-Set-to-Join-the-S-P-500,2014-05-08,,2,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,LW,Lamb Weston,SP500_SPELL_0694,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,S&P DJI: Lamb Weston Holdings removed effective prior to open 2026-03-23; half-open exit date 2026-03-23.,https://press.spglobal.com/2026-03-06-Vertiv-Holdings%2C-Lumentum-Holdings%2C-Coherent%2C-and-EchoStar-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400%2C-and-S-P-SmallCap-600,2026-03-23,,7,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,LXK,Lexmark International Inc,SP500_SPELL_0695,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2012-10-01. Promoted to historical publication scope.,https://press.spglobal.com/2012-09-24-ADT-Pentair-Set-to-Join-the-S-P-500-Lexmark-DeVry-to-Join-the-S-P-MidCap-400-and-MarketAxess-to-Join-the-S-P-SmallCap-600,2012-10-01,,4,
P0_MANUAL_DEEP_RESEARCH,P0,M,Macy's Inc,SP500_SPELL_0698,,COMPLETE,False,False,False,NO,PROMOTED_PUBLICATION_SAFE,Existing certified 1995-11-07 entry retained; exact S&P exit certified 2020-04-06.,https://press.spglobal.com/2020-03-31-Otis-Worldwide-and-Carrier-Global-Set-to-Join-S-P-500-American-Tower-to-Join-S-P-100-and-Macys-to-Join-S-P-SmallCap-600,2020-04-06,,14,6
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MAC,The Macerich Co,SP500_SPELL_0701,,COMPLETE,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,S&P DJI deletion effective prior to open 2019-12-23; half-open exit date 2019-12-23. Primary index evidence.,https://press.spglobal.com/2019-12-13-Live-Nation-Entertainment-Zebra-Technologies-STERIS-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2019-12-23,,6,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MAT,"Mattel, Inc.",SP500_SPELL_0704,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2019-06-07.,https://press.spglobal.com/2019-06-03-Bemis-Set-to-Join-S-P-500-Mattel-to-Join-S-P-MidCap-400,2019-06-07,,18,
P0_MANUAL_DEEP_RESEARCH,P0,MAY,May Dept Stores,SP500_SPELL_0705,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,1,104
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MBI,MBIA Inc.,SP500_SPELL_0706,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2009-12-21.,https://br.advfn.com/noticias/DJN/2009/artigo/40740649,2009-12-21,,8,
P0_MANUAL_DEEP_RESEARCH,P0,MDP,Meredith Corp.,SP500_SPELL_0714,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,5,44
P0_MANUAL_DEEP_RESEARCH,P0,MDR,McDermott Int'l Inc,SP500_SPELL_0715,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,1,112
P0_MANUAL_DEEP_RESEARCH,P0,MEA,Mead Corp.,SP500_SPELL_0717,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,1,125
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MEDI,MedImmune Inc.,SP500_SPELL_0718,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2007-06-01.,https://www.rttnews.com/313479/apple-to-replace-medimmune-in-s-p-100-quick-facts.aspx,2007-06-01,,5,
P0_MANUAL_DEEP_RESEARCH,P0,MEL,Mellon Financial Corp,SP500_SPELL_0721,MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,CURRENT_SUCCESSOR_MEMBERSHIP_BOUNDARY_STILL_REQUIRES_DIRECT_INDEX_CERTIFICATION,YES,NO,YES,NO,UNTOUCHED,,,,,5,34
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MER,Merrill Lynch & Co,SP500_SPELL_0722,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2009-01-02.,https://br.advfn.com/noticias/PRNUS/2008/artigo/34818864,2009-01-02,,6,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MERQ,Mercury Interactive Corp,SP500_SPELL_0723,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exact exit boundary certified; first non-member date 2006-01-04.,https://www.advfn.com/stock-market/NASDAQ/MERQE/stock-news/13664985/standard-poors-announces-changes-to-u-s-indices,2006-01-04,,4,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MHK,Mohawk Industries,SP500_SPELL_0727,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2025-12-22. Promoted to historical publication scope.,https://press.spglobal.com/2025-12-05-CRH%2C-Carvana-and-Comfort-Systems-USA-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400-and-S-P-SmallCap-600,2025-12-22,,12,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MHS,Medco Health Solution Inc,SP500_SPELL_0728,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exact exit boundary certified; first non-member date 2012-04-03.,https://www.dallasnews.com/business/2012/04/03/richardson-based-fossil-added-to-the-elite-club-sp-500/,2012-04-03,,2,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MIL,Millipore Corp,SP500_SPELL_0731,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2010-07-15.,https://www.prnewswire.com/news-releases/standard--poors-announces-change-to-us-index-98063469.html,2010-07-15,,7,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MKTX,MarketAxess,SP500_SPELL_0737,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2025-09-22. Promoted to historical publication scope.,https://press.spglobal.com/2025-09-05-AppLovin%2C-Robinhood-Markets-and-Emcor-Group-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400-and-S-P-SmallCap-600,2025-09-22,,6,
P0_MANUAL_DEEP_RESEARCH,P0,MMI,"Motorola Mobility Holdings, Inc.",SP500_SPELL_0740,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_IDENTITY_SUCCESSOR_SPLIT_BEFORE_PART4,YES,YES,YES,NO,UNTOUCHED,,,,,1,119
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MOH,Molina Healthcare,SP500_SPELL_0747,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,S&P DJI: Molina Healthcare removed effective prior to open 2026-03-23; half-open exit date 2026-03-23.,https://press.spglobal.com/2026-03-06-Vertiv-Holdings%2C-Lumentum-Holdings%2C-Coherent%2C-and-EchoStar-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400%2C-and-S-P-SmallCap-600,2026-03-23,,4,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MOLX,Molex Inc.,SP500_SPELL_0748,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2013-12-10.,https://press.spglobal.com/2013-12-04-General-Growth-Properties-Set-to-Join-the-S-P-500,2013-12-10,,2,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MON,Monsanto Co.,SP500_SPELL_0749,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2018-06-07. Promoted to historical publication scope.,https://press.spglobal.com/2018-06-04-Netflix-Set-to-Join-S-P-100-Twitter-to-Join-S-P-500-REGENXBIO-to-Join-S-P-SmallCap-600,2018-06-07,,3,
P0_MANUAL_DEEP_RESEARCH,P0,MRO,Marathon Oil,SP500_SPELL_0755,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,6,21
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MTCH,Match Group,SP500_SPELL_0764,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,S&P DJI: Match Group removed effective prior to open 2026-03-23; half-open exit date 2026-03-23.,https://press.spglobal.com/2026-03-06-Vertiv-Holdings%2C-Lumentum-Holdings%2C-Coherent%2C-and-EchoStar-Set-to-Join-S-P-500-Others-to-Join-S-P-100%2C-S-P-MidCap-400%2C-and-S-P-SmallCap-600,2026-03-23,,5,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MTG,MGIC Investment Corporation,SP500_SPELL_0766,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2008-10-31.,https://br.advfn.com/noticias/PRNUS/2008/artigo/28994776,2008-10-31,,6,
P0_MANUAL_DEEP_RESEARCH,P0,GM,General Motors Corporation,SP500_SPELL_0768,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,3,80
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MTW,Manitowoc Inc,SP500_SPELL_0769,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2009-09-01.,https://archive.jsonline.com/business/54756267.html,2009-09-01,,1,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MUR,Murphy Oil Corp,SP500_SPELL_0771,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2017-07-26. Promoted to historical publication scope.,https://press.spglobal.com/2017-07-19-MGM-Resorts-ResMed-Packaging-Corporation-of-America-A-O-Smith-and-Duke-Realty-Set-to-Join-S-P-500-Others-to-Join-S-P-MidCap-400,2017-07-26,,11,
P0_MANUAL_DEEP_RESEARCH,P0,MWV,MeadWestvaco Corp,SP500_SPELL_0773,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,5,36
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MWW,Monster Worldwide Inc.,SP500_SPELL_0774,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2011-12-19.,https://www.prnewswire.com/news-releases/sp-indices-announces-changes-to-us-indices-135279958.html,2011-12-19,,5,
P0_MANUAL_DEEP_RESEARCH,P0,MYG,Maytag Corp.,SP500_SPELL_0777,EXIT_NOT_CERTIFIED;MANUAL_REQUIRED;ENTRY_NOT_CERTIFIED,MANUAL_REVIEW_AND_PART4_EXIT_CERTIFICATION,YES,YES,YES,NO,UNTOUCHED,,,,,3,75
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,MYL,Mylan Inc.,SP500_SPELL_0778,EXIT_NOT_CERTIFIED,FINAL_P1_HOLD_EXACT_S&P_BOUNDARY_UNRESOLVED,NO,YES,NO,NO,FINAL_P1_HOLD_EXACT_BOUNDARY_UNRESOLVED,Final P1 research pass completed; exact S&P-effective exit boundary remains unproven without inference. Remains quarantined.,,,,2,96
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,NAVI,Navient Corp,SP500_SPELL_0782,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2018-06-05. Promoted to historical publication scope.,https://press.spglobal.com/2018-05-31-Evergy-Set-to-Join-S-P-500-Navient-and-Integra-Lifesciences-Holdings-to-Join-S-P-MidCap-400-Ambac-Financial-Group-to-Join-S-P-SmallCap-600,2018-06-05,,4,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,NBR,Nabors Industries Ltd,SP500_SPELL_0784,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2015-03-23.,https://press.spglobal.com/2015-03-13-Celgene-Kinder-Morgan-and-Actavis-Set-to-Join-the-S-P-100-Several-Constituent-Changes-Announced-for-S-P-500-S-P-MidCap-400-and-S-P-SmallCap-600,2015-03-23,,10,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,NCC,National City Corp.,SP500_SPELL_0786,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2009-01-02.,https://br.advfn.com/noticias/PRNUS/2008/artigo/34818864,2009-01-02,,3,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,NCR,NCR Corp.,SP500_SPELL_0789,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2007-10-01.,https://www.rttnews.com/389120/intercontinental-exchange-to-be-added-in-s-p-500-tesoro-to-replace-maxim-integrated-products-in-s-p-500-quick-facts.aspx,2007-10-01,,4,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,NFB,North Fork BanCorp,SP500_SPELL_0796,,COMPLETE,NO,False,NO,NO,PROMOTED_PUBLICATION_SAFE,Exit boundary certified; half-open first non-member date 2006-12-01.,https://br.advfn.com/noticias/PRNUS/2006/artigo/17776557,2006-12-01,,3,
P1_HIGH_YIELD_EXIT_CERTIFICATION,P1,NKTR,Nektar Therapeutics,SP500_SPELL_0802,EXIT_NOT_CERTIFIED,DONE_EXIT_CERTIFIED,NO,YES,NO,NO,PROMOTED_PUBLICATION_SAFE,Primary S&P DJI evidence certifies S&P 500 deletion; half-open exit boundary 2019-10-03. Promoted to historical publication scope.,https://press.spglobal.com/2019-09-26-Las-Vegas-Sands-Set-to-Join-S-P-500-Nektar-Therapeutics-to-Join-S-P-MidCap-400-The-Pennant-Group-to-Join-S-P-SmallCap-600,2019-10-03,,1,
