symbol,cik,fiscal_year,need_market_cap,need_shares,need_employees
DF,931336,2001,True,True,True
DF,931336,2006,True,True,True
DF,931336,2007,True,True,True
DF,931336,2008,True,True,True
DF,931336,2009,True,True,True
DF,931336,2010,True,False,True
DF,931336,2011,True,False,True
DF,931336,2012,True,False,True
DF,931336,2013,True,False,True
DFS,1393612,2007,True,True,True
DFS,1393612,2008,True,True,True
DFS,1393612,2009,True,False,True
DFS,1393612,2010,True,False,True
DFS,1393612,2011,True,False,True
DFS,1393612,2012,True,False,True
DFS,1393612,2013,True,False,True
DFS,1393612,2014,True,False,True
DFS,1393612,2015,True,False,True
DFS,1393612,2016,True,False,True
DFS,1393612,2017,True,False,True
DFS,1393612,2018,True,False,True
DFS,1393612,2019,True,False,True
DFS,1393612,2020,True,False,True
DFS,1393612,2021,True,False,True
DFS,1393612,2022,True,False,True
DFS,1393612,2023,True,False,True
DFS,1393612,2024,True,False,True
DG,29534,2000,True,True,True
DG,29534,2001,True,True,True
DG,29534,2003,True,True,True
DG,29534,2004,True,True,True
DG,29534,2005,True,True,True
DG,29534,2006,True,True,True
DG,29534,2007,True,True,True
DG,29534,2008,True,True,True
DG,29534,2010,False,False,True
DG,29534,2011,False,False,True
DG,29534,2012,False,False,True
DG,29534,2013,False,False,True
DG,29534,2014,False,False,True
DG,29534,2015,False,False,True
DG,29534,2016,False,False,True
DG,29534,2017,False,False,True
DG,29534,2018,False,False,True
DG,29534,2019,False,False,True
DG,29534,2020,False,False,True
DG,29534,2021,False,False,True
DG,29534,2022,False,False,True
DG,29534,2023,False,False,True
DG,29534,2024,False,False,True
DG,29534,2025,True,False,True
DG,29534,2026,True,False,True
DGX,1022079,2000,True,True,True
DGX,1022079,2001,True,True,True
DGX,1022079,2005,True,True,True
DGX,1022079,2006,True,True,True
DGX,1022079,2007,True,True,True
DGX,1022079,2008,True,True,True
DGX,1022079,2009,False,False,True
DGX,1022079,2010,False,False,True
DGX,1022079,2011,False,False,True
DGX,1022079,2012,False,False,True
DGX,1022079,2013,False,False,True
DGX,1022079,2014,False,False,True
DGX,1022079,2015,False,False,True
DGX,1022079,2016,False,False,True
DGX,1022079,2017,False,False,True
DGX,1022079,2018,False,False,True
DGX,1022079,2019,False,False,True
DGX,1022079,2020,False,False,True
DGX,1022079,2021,False,False,True
DGX,1022079,2022,False,False,True
DGX,1022079,2023,False,False,True
DGX,1022079,2024,False,False,True
DGX,1022079,2025,True,False,True
DHI,882184,2000,True,True,True
DHI,882184,2001,True,True,True
DHI,882184,2002,True,True,True
DHI,882184,2003,True,True,True
DHI,882184,2004,True,True,True
DHI,882184,2005,True,True,True
DHI,882184,2006,True,True,True
DHI,882184,2007,True,True,True
DHI,882184,2008,True,True,True
DHI,882184,2009,False,False,True
DHI,882184,2010,False,False,True
DHI,882184,2011,False,False,True
DHI,882184,2012,False,False,True
DHI,882184,2013,False,False,True
DHI,882184,2014,False,False,True
DHI,882184,2015,False,False,True
DHI,882184,2016,False,False,True
DHI,882184,2017,False,False,True
DHI,882184,2018,False,False,True
DHI,882184,2019,False,False,True
DHI,882184,2020,False,False,True
DHI,882184,2021,False,False,True
DHI,882184,2022,False,False,True
DHI,882184,2023,False,False,True
DHI,882184,2024,False,False,True
DHI,882184,2025,True,False,True
DHR,313616,2002,True,True,True
DHR,313616,2003,True,True,True
DHR,313616,2004,True,True,True
DHR,313616,2005,True,True,True
DHR,313616,2006,True,True,True
DHR,313616,2007,True,True,True
DHR,313616,2008,True,True,True
DHR,313616,2009,False,False,True
DHR,313616,2010,False,False,True
DHR,313616,2011,False,False,True
DHR,313616,2012,False,False,True
DHR,313616,2013,False,False,True
DHR,313616,2014,False,False,True
DHR,313616,2015,False,False,True
DHR,313616,2016,False,False,True
DHR,313616,2017,False,False,True
DHR,313616,2018,False,False,True
DHR,313616,2019,False,False,True
DHR,313616,2020,False,False,True
DHR,313616,2021,False,False,True
DHR,313616,2022,False,False,True
DHR,313616,2023,False,False,True
DHR,313616,2024,False,False,True
DHR,313616,2025,True,False,True
DIS,1744489,2017,False,False,True
DIS,1744489,2018,False,False,True
DIS,1744489,2019,False,False,True
DIS,1744489,2020,False,False,True
DIS,1744489,2021,False,False,True
DIS,1744489,2022,False,False,True
DIS,1744489,2023,False,False,True
DIS,1744489,2024,False,False,True
DIS,1744489,2025,True,False,True
DISH,1001082,2017,True,True,True
DISH,1001082,2018,True,True,True
DISH,1001082,2019,True,True,True
DISH,1001082,2020,True,True,True
DISH,1001082,2021,True,True,True
DISH,1001082,2022,True,True,True
DISH,1001082,2023,True,False,True
DJ,29924,2000,True,True,True
DJ,29924,2001,True,True,True
DJ,29924,2003,True,True,True
DJ,29924,2004,True,True,True
DJ,29924,2005,True,True,True
DJ,29924,2006,True,True,True
DLR,1297996,2009,False,False,True
DLR,1297996,2010,False,False,True
DLR,1297996,2011,False,False,True
DLR,1297996,2012,False,False,True
DLR,1297996,2013,False,False,True
DLR,1297996,2014,False,False,True
DLR,1297996,2015,False,False,True
DLR,1297996,2016,False,False,True
DLR,1297996,2017,False,False,True
DLR,1297996,2018,False,False,True
DLR,1297996,2019,False,False,True
DLR,1297996,2020,False,False,True
DLR,1297996,2021,False,False,True
DLR,1297996,2022,False,False,True
DLR,1297996,2023,False,False,True
DLR,1297996,2024,False,False,True
DLR,1297996,2025,True,False,True
DLTR,935703,2009,False,False,True
DLTR,935703,2010,False,False,True
DLTR,935703,2011,False,False,True
DLTR,935703,2012,False,False,True
DLTR,935703,2013,False,False,True
DLTR,935703,2014,False,False,True
DLTR,935703,2015,False,False,True
DLTR,935703,2016,False,False,True
DLTR,935703,2017,False,False,True
DLTR,935703,2018,False,False,True
DLTR,935703,2019,False,False,True
DLTR,935703,2020,False,False,True
DLTR,935703,2021,False,False,True
DLTR,935703,2022,False,False,True
DLTR,935703,2023,False,False,True
DLTR,935703,2024,False,False,True
DLTR,935703,2025,True,False,True
DLTR,935703,2026,True,False,True
DLX,27996,2001,True,True,True
DLX,27996,2002,True,True,True
DLX,27996,2003,True,True,True
DLX,27996,2004,True,True,True
DLX,27996,2005,True,True,True
DLX,27996,2006,True,True,True
DLX,27996,2007,True,True,True
DLX,27996,2008,True,True,True
DLX,27996,2009,False,False,True
DLX,27996,2010,False,False,True
DLX,27996,2011,False,False,True
DLX,27996,2012,False,False,True
DLX,27996,2013,False,False,True
DLX,27996,2014,False,False,True
DLX,27996,2015,False,False,True
DLX,27996,2016,False,False,True
DLX,27996,2017,False,False,True
DLX,27996,2018,False,False,True
DLX,27996,2019,False,False,True
DLX,27996,2020,False,False,True
DLX,27996,2021,False,False,True
DLX,27996,2022,False,False,True
DLX,27996,2023,False,False,True
DLX,27996,2024,False,False,True
DLX,27996,2025,True,False,True
DNB,1115222,2001,True,True,True
DNB,1115222,2002,True,True,True
DNB,1115222,2003,True,True,True
DNB,1115222,2004,True,True,True
DNB,1115222,2005,True,True,True
DNB,1115222,2006,True,True,True
DNB,1115222,2007,True,True,True
DNB,1115222,2008,True,True,True
DNB,1115222,2009,True,True,True
DNB,1115222,2010,True,False,True
DNB,1115222,2011,True,False,True
DNB,1115222,2012,True,False,True
DNB,1115222,2013,True,False,True
DNB,1115222,2014,True,False,True
DNB,1115222,2015,True,False,True
DNB,1115222,2016,True,False,True
DNB,1115222,2017,True,False,True
DNR,945764,2009,True,False,True
DNR,945764,2010,True,False,True
DNR,945764,2011,True,False,True
DNR,945764,2012,True,False,True
DNR,945764,2013,True,False,True
DNR,945764,2014,True,False,True
DNR,945764,2015,True,False,True
DO,949039,2009,True,False,True
DO,949039,2010,True,False,True
DO,949039,2011,True,False,True
DO,949039,2012,True,False,True
DO,949039,2013,True,False,True
DO,949039,2014,True,False,True
DO,949039,2015,True,False,True
DO,949039,2016,True,False,True
DOC,765880,2007,True,True,True
DOC,765880,2008,True,True,True
DOC,765880,2009,False,False,True
DOC,765880,2010,False,False,True
DOC,765880,2011,False,False,True
DOC,765880,2012,False,False,True
DOC,765880,2013,False,False,True
DOC,765880,2014,False,False,True
DOC,765880,2015,False,False,True
DOC,765880,2016,False,False,True
DOC,765880,2017,False,False,True
DOC,765880,2018,False,False,True
DOC,765880,2019,False,False,True
DOC,765880,2020,False,False,True
DOC,765880,2021,False,False,True
DOC,765880,2022,False,False,True
DOC,765880,2023,False,False,True
DOC,765880,2024,False,False,True
DOC,765880,2025,True,False,True
DOV,29905,2005,True,True,True
DOV,29905,2006,True,True,True
DOV,29905,2007,True,True,True
DOV,29905,2008,True,True,True
DOV,29905,2009,False,False,True
DOV,29905,2010,False,False,True
DOV,29905,2011,False,False,True
DOV,29905,2012,False,False,True
DOV,29905,2013,False,False,True
DOV,29905,2014,False,False,True
DOV,29905,2015,False,False,True
DOV,29905,2016,False,False,True
DOV,29905,2017,False,False,True
DOV,29905,2018,False,False,True
DOV,29905,2019,False,False,True
DOV,29905,2020,False,False,True
DOV,29905,2021,False,False,True
DOV,29905,2022,False,False,True
DOV,29905,2023,False,False,True
DOV,29905,2024,False,False,True
DOV,29905,2025,True,False,True
DOW,1751788,2017,True,True,True
DOW,1751788,2018,True,True,True
DOW,1751788,2022,False,False,True
DOW,1751788,2023,False,False,True
DOW,1751788,2024,False,False,True
DOW,1751788,2025,True,False,True
DPHIQ,1072342,2002,True,True,True
DPHIQ,1072342,2006,True,True,True
DPHIQ,1072342,2007,True,True,True
DPHIQ,1072342,2008,True,True,True
DPZ,1286681,2010,False,False,True
DPZ,1286681,2011,False,False,True
DPZ,1286681,2012,False,False,True
DPZ,1286681,2013,False,False,True
DPZ,1286681,2014,False,False,True
DPZ,1286681,2016,False,False,True
DPZ,1286681,2017,False,False,True
DPZ,1286681,2018,False,False,True
DPZ,1286681,2019,False,False,True
DPZ,1286681,2020,True,False,True
DPZ,1286681,2021,False,False,True
DPZ,1286681,2022,False,False,True
DPZ,1286681,2023,False,False,True
DPZ,1286681,2024,False,False,True
DPZ,1286681,2025,True,False,True
DRE,783280,2017,True,False,True
DRE,783280,2018,True,False,True
DRE,783280,2019,True,False,True
DRE,783280,2020,True,False,True
DRE,783280,2021,True,False,True
DRI,940944,2001,True,True,True
DRI,940944,2007,True,True,True
DRI,940944,2008,True,True,True
DRI,940944,2009,False,False,True
DRI,940944,2010,False,False,True
DRI,940944,2011,False,False,True
DRI,940944,2012,False,False,True
DRI,940944,2013,False,False,True
DRI,940944,2014,False,False,True
DRI,940944,2015,False,False,True
DRI,940944,2016,False,False,True
DRI,940944,2017,False,False,True
DRI,940944,2018,False,False,True
DRI,940944,2019,False,False,True
DRI,940944,2020,False,False,True
DRI,940944,2021,False,False,True
DRI,940944,2022,False,False,True
DRI,940944,2023,False,False,True
DRI,940944,2024,False,False,True
DRI,940944,2025,True,False,True
DTE,936340,2002,True,True,True
DTE,936340,2003,True,True,True
DTE,936340,2004,True,True,True
DTE,936340,2005,True,True,True
DTE,936340,2006,True,True,True
DTE,936340,2007,True,True,True
DTE,936340,2008,True,True,True
DTE,936340,2009,False,False,True
DTE,936340,2010,False,False,True
DTE,936340,2011,False,False,True
DTE,936340,2012,False,False,True
DTE,936340,2013,False,False,True
DTE,936340,2014,False,False,True
DTE,936340,2015,False,False,True
DTE,936340,2016,False,False,True
DTE,936340,2017,False,False,True
DTE,936340,2018,False,False,True
DTE,936340,2019,False,False,True
DTE,936340,2020,False,False,True
DTE,936340,2021,False,False,True
DTE,936340,2022,False,False,True
DTE,936340,2023,False,False,True
DTE,936340,2024,False,False,True
DTE,936340,2025,True,False,True
DTV,944868,2002,True,True,True
DTV,944868,2003,True,True,True
DTV,944868,2004,True,True,True
DTV,944868,2005,True,True,True
DTV,944868,2006,True,True,True
DTV,944868,2007,True,True,True
DTV,944868,2008,True,True,True
DUK,1326160,2006,True,True,True
DUK,1326160,2007,True,True,True
DUK,1326160,2008,True,True,True
DUK,1326160,2009,False,False,True
DUK,1326160,2010,False,False,True
DUK,1326160,2011,False,False,True
DUK,1326160,2012,False,False,True
DUK,1326160,2013,False,False,True
DUK,1326160,2014,False,False,True
DUK,1326160,2015,False,False,True
DUK,1326160,2016,False,False,True
DUK,1326160,2017,False,False,True
DUK,1326160,2018,False,False,True
DUK,1326160,2019,False,False,True
DUK,1326160,2020,False,False,True
DUK,1326160,2021,False,False,True
DUK,1326160,2022,False,False,True
DUK,1326160,2023,False,False,True
DUK,1326160,2024,False,False,True
DUK,1326160,2025,True,False,True
DVA,927066,2002,True,True,True
DVA,927066,2003,True,True,True
DVA,927066,2004,True,True,True
DVA,927066,2005,True,True,True
DVA,927066,2006,True,True,True
DVA,927066,2007,True,True,True
DVA,927066,2008,True,True,True
DVA,927066,2009,False,False,True
DVA,927066,2010,False,False,True
DVA,927066,2011,False,False,True
DVA,927066,2012,False,False,True
DVA,927066,2013,False,False,True
DVA,927066,2014,False,False,True
DVA,927066,2015,False,False,True
DVA,927066,2016,False,False,True
DVA,927066,2017,False,False,True
DVA,927066,2018,False,False,True
DVA,927066,2019,False,False,True
DVA,927066,2020,False,False,True
DVA,927066,2021,False,False,True
DVA,927066,2022,False,False,True
DVA,927066,2023,False,False,True
DVA,927066,2024,False,False,True
DVA,927066,2025,True,False,True
DVN,1090012,2001,True,True,True
DVN,1090012,2006,True,True,True
DVN,1090012,2007,True,True,True
DVN,1090012,2008,True,True,True
DVN,1090012,2009,True,False,True
DVN,1090012,2010,False,False,True
DVN,1090012,2011,False,False,True
DVN,1090012,2012,False,False,True
DVN,1090012,2013,False,False,True
DVN,1090012,2014,False,False,True
DVN,1090012,2015,False,False,True
DVN,1090012,2016,False,False,True
DVN,1090012,2017,False,False,True
DVN,1090012,2018,False,False,True
DVN,1090012,2019,False,False,True
DVN,1090012,2020,False,False,True
DVN,1090012,2021,False,False,True
DVN,1090012,2022,False,False,True
DVN,1090012,2023,False,False,True
DVN,1090012,2024,False,False,True
DVN,1090012,2025,True,False,True
DXC,1688568,2016,False,False,True
DXC,1688568,2017,False,False,True
DXC,1688568,2018,False,False,True
DXC,1688568,2019,False,False,True
DXC,1688568,2020,False,False,True
DXC,1688568,2021,False,False,True
DXC,1688568,2022,False,False,True
DXC,1688568,2025,True,False,True
DXC,1688568,2026,True,False,False
DXCM,1093557,2009,True,True,True
DXCM,1093557,2010,False,False,True
DXCM,1093557,2011,False,False,True
DXCM,1093557,2012,False,False,True
DXCM,1093557,2013,False,False,True
DXCM,1093557,2014,False,False,True
DXCM,1093557,2015,False,False,True
DXCM,1093557,2016,False,False,True
DXCM,1093557,2017,False,False,True
DXCM,1093557,2018,False,False,True
DXCM,1093557,2019,False,False,True
DXCM,1093557,2020,False,False,True
DXCM,1093557,2021,False,False,True
DXCM,1093557,2022,False,False,True
DXCM,1093557,2023,False,False,True
DXCM,1093557,2024,False,False,True
DXCM,1093557,2025,True,False,True
DYN,1818794,2019,True,True,True
DYN,1818794,2020,False,False,True
DYN,1818794,2021,False,False,True
DYN,1818794,2022,False,False,True
DYN,1818794,2023,False,False,True
DYN,1818794,2024,False,False,True
DYN,1818794,2025,True,False,True
EA,712515,2000,True,True,True
EA,712515,2001,True,True,True
EA,712515,2003,True,True,True
EA,712515,2004,True,True,True
EA,712515,2005,True,True,True
EA,712515,2006,True,True,True
EA,712515,2007,True,True,True
EA,712515,2008,True,True,True
EA,712515,2009,False,False,True
EA,712515,2010,False,False,True
EA,712515,2011,False,False,True
EA,712515,2012,False,False,True
EA,712515,2013,False,False,True
EA,712515,2014,False,False,True
EA,712515,2015,False,False,True
EA,712515,2016,False,False,True
EA,712515,2017,False,False,True
EA,712515,2018,False,False,True
EA,712515,2019,False,False,True
EA,712515,2020,False,False,True
EA,712515,2021,False,False,True
EA,712515,2022,False,False,True
EA,712515,2023,False,False,True
EA,712515,2024,False,False,True
EA,712515,2025,True,False,True
EA,712515,2026,True,False,True
EBAY,1065088,2000,True,True,True
EBAY,1065088,2001,True,True,True
EBAY,1065088,2002,True,True,True
EBAY,1065088,2003,True,True,True
EBAY,1065088,2004,True,True,True
EBAY,1065088,2005,True,True,True
EBAY,1065088,2006,True,True,True
EBAY,1065088,2007,True,True,True
EBAY,1065088,2008,True,True,True
EBAY,1065088,2009,False,False,True
EBAY,1065088,2010,False,False,True
EBAY,1065088,2011,False,False,True
EBAY,1065088,2012,False,False,True
EBAY,1065088,2013,False,False,True
EBAY,1065088,2014,False,False,True
EBAY,1065088,2015,False,False,True
EBAY,1065088,2016,False,False,True
EBAY,1065088,2017,False,False,True
EBAY,1065088,2018,False,False,True
EBAY,1065088,2019,False,False,True
EBAY,1065088,2020,False,False,True
EBAY,1065088,2021,False,False,True
EBAY,1065088,2022,False,False,True
EBAY,1065088,2023,False,False,True
EBAY,1065088,2024,False,False,True
EBAY,1065088,2025,True,False,True
ECL,31462,2001,True,True,True
ECL,31462,2002,True,True,True
ECL,31462,2003,True,True,True
ECL,31462,2004,True,True,True
ECL,31462,2005,True,True,True
ECL,31462,2006,True,True,True
ECL,31462,2007,True,True,True
ECL,31462,2008,True,True,True
ECL,31462,2009,False,False,True
ECL,31462,2010,False,False,True
ECL,31462,2011,False,False,True
ECL,31462,2012,False,False,True
ECL,31462,2013,False,False,True
ECL,31462,2014,False,False,True
ECL,31462,2015,False,False,True
ECL,31462,2016,False,False,True
ECL,31462,2017,False,False,True
ECL,31462,2018,False,False,True
ECL,31462,2019,False,False,True
ECL,31462,2020,False,False,True
ECL,31462,2021,False,False,True
ECL,31462,2022,False,False,True
ECL,31462,2023,False,False,True
ECL,31462,2024,False,False,True
ECL,31462,2025,True,False,True
ED,1047862,2000,True,True,True
ED,1047862,2001,True,True,True
ED,1047862,2002,True,True,True
ED,1047862,2003,True,True,True
ED,1047862,2004,True,True,True
ED,1047862,2005,True,True,True
ED,1047862,2006,True,True,True
ED,1047862,2007,True,True,True
ED,1047862,2008,True,True,True
ED,1047862,2009,False,False,True
ED,1047862,2010,False,False,True
ED,1047862,2011,False,False,True
ED,1047862,2012,False,False,True
ED,1047862,2013,False,False,True
ED,1047862,2014,False,False,True
ED,1047862,2015,False,False,True
ED,1047862,2016,False,False,True
ED,1047862,2017,False,False,True
ED,1047862,2018,False,False,True
ED,1047862,2019,False,False,True
ED,1047862,2020,False,False,True
ED,1047862,2021,False,False,True
ED,1047862,2022,False,False,True
ED,1047862,2023,False,False,True
ED,1047862,2024,False,False,True
ED,1047862,2025,True,False,True
EDS,1007456,2000,True,True,True
EDS,1007456,2001,True,True,True
EDS,1007456,2002,True,True,True
EDS,1007456,2003,True,True,True
EDS,1007456,2004,True,True,True
EDS,1007456,2005,True,True,True
EDS,1007456,2006,True,True,True
EDS,1007456,2007,True,True,True
EFX,33185,2002,True,True,True
EFX,33185,2003,True,True,True
EFX,33185,2004,True,True,True
EFX,33185,2005,True,True,True
EFX,33185,2007,True,True,True
EFX,33185,2008,True,True,True
EFX,33185,2009,False,False,True
EFX,33185,2010,False,False,True
EFX,33185,2011,False,False,True
EFX,33185,2012,False,False,True
EFX,33185,2013,False,False,True
EFX,33185,2014,False,False,True
EFX,33185,2015,False,False,True
EFX,33185,2016,False,False,True
EFX,33185,2017,False,False,True
EFX,33185,2018,False,False,True
EFX,33185,2019,False,False,True
EFX,33185,2020,False,False,True
EFX,33185,2021,False,False,True
EFX,33185,2022,False,False,True
EFX,33185,2023,False,False,True
EFX,33185,2024,False,False,True
EFX,33185,2025,True,False,True
EG,1095073,2008,True,True,True
EG,1095073,2009,False,False,True
EG,1095073,2010,False,False,True
EG,1095073,2011,False,False,True
EG,1095073,2012,False,False,True
EG,1095073,2013,False,False,True
EG,1095073,2014,False,False,True
EG,1095073,2015,False,False,True
EG,1095073,2016,False,False,True
EG,1095073,2017,False,False,True
EG,1095073,2018,False,False,True
EG,1095073,2019,False,False,True
EG,1095073,2020,False,False,True
EG,1095073,2021,False,False,True
EG,1095073,2022,False,False,True
EG,1095073,2023,False,False,True
EG,1095073,2024,False,False,True
EG,1095073,2025,True,False,True
EHC,785161,2000,True,True,True
EHC,785161,2001,True,True,True
EHC,785161,2003,True,True,True
EHC,785161,2004,True,True,True
EHC,785161,2005,True,True,True
EHC,785161,2006,True,True,True
EHC,785161,2007,True,True,True
EHC,785161,2008,True,True,True
EHC,785161,2009,False,False,True
EHC,785161,2010,False,False,True
EHC,785161,2011,False,False,True
EHC,785161,2012,False,False,True
EHC,785161,2013,False,False,True
EHC,785161,2014,False,False,True
EHC,785161,2015,False,False,True
EHC,785161,2016,False,False,True
EHC,785161,2017,False,False,True
EHC,785161,2018,False,False,True
EHC,785161,2019,False,False,True
EHC,785161,2020,False,False,True
EHC,785161,2021,False,False,True
EHC,785161,2022,False,False,True
EHC,785161,2023,False,False,True
EHC,785161,2024,False,False,True
EHC,785161,2025,True,False,True
EIX,827052,2000,True,True,True
EIX,827052,2001,True,True,True
EIX,827052,2006,True,True,True
EIX,827052,2007,True,True,True
EIX,827052,2008,True,True,True
EIX,827052,2009,False,False,True
EIX,827052,2010,False,False,True
EIX,827052,2011,False,False,True
EIX,827052,2012,False,False,True
EIX,827052,2013,False,False,True
EIX,827052,2014,False,False,True
EIX,827052,2015,False,False,True
EIX,827052,2016,False,False,True
EIX,827052,2017,False,False,True
EIX,827052,2018,False,False,True
EIX,827052,2019,False,False,True
EIX,827052,2020,False,False,True
EIX,827052,2021,False,False,True
EIX,827052,2022,False,False,True
EIX,827052,2023,False,False,True
EIX,827052,2024,False,False,True
EIX,827052,2025,True,False,True
EKDKQ,31235,2000,True,True,True
EKDKQ,31235,2001,True,True,True
EKDKQ,31235,2004,True,True,True
EKDKQ,31235,2005,True,True,True
EKDKQ,31235,2006,True,True,True
EKDKQ,31235,2007,True,True,True
EKDKQ,31235,2008,True,True,True
EKDKQ,31235,2009,True,True,True
EKDKQ,31235,2010,True,False,True
EL,1001250,2000,True,True,True
EL,1001250,2001,True,True,True
EL,1001250,2004,True,True,True
EL,1001250,2005,True,True,True
EL,1001250,2006,True,True,True
EL,1001250,2007,True,True,True
EL,1001250,2008,True,True,True
EL,1001250,2009,False,False,True
EL,1001250,2010,False,False,True
EL,1001250,2011,False,False,True
EL,1001250,2012,False,False,True
EL,1001250,2013,False,False,True
EL,1001250,2014,False,False,True
EL,1001250,2015,False,False,True
EL,1001250,2016,False,False,True
EL,1001250,2017,False,False,True
EL,1001250,2018,False,False,True
EL,1001250,2019,False,False,True
EL,1001250,2020,False,False,True
EL,1001250,2021,False,False,True
EL,1001250,2022,False,False,True
EL,1001250,2023,False,False,True
EL,1001250,2024,False,False,True
EL,1001250,2025,True,True,True
ELV,1156039,2007,True,True,True
ELV,1156039,2008,True,True,True
ELV,1156039,2009,False,False,True
ELV,1156039,2010,False,False,True
ELV,1156039,2011,False,False,True
ELV,1156039,2012,False,False,True
ELV,1156039,2013,False,False,True
ELV,1156039,2014,False,False,True
ELV,1156039,2015,False,False,True
ELV,1156039,2016,False,False,True
ELV,1156039,2017,False,False,True
ELV,1156039,2018,False,False,True
ELV,1156039,2019,False,False,True
ELV,1156039,2020,False,False,True
ELV,1156039,2021,False,False,True
ELV,1156039,2022,False,False,True
ELV,1156039,2023,False,False,True
ELV,1156039,2024,False,False,True
ELV,1156039,2025,True,False,True
EMC,790070,2000,True,True,True
EMC,790070,2001,True,True,True
EMC,790070,2002,True,True,True
EMC,790070,2005,True,True,True
EMC,790070,2006,True,True,True
EMC,790070,2009,True,False,True
EMC,790070,2010,True,False,True
EMC,790070,2011,True,False,True
EMC,790070,2012,True,False,True
EMC,790070,2013,True,False,True
EMC,790070,2014,True,False,True
EMC,790070,2015,True,False,True
EME,105634,2008,True,True,True
EME,105634,2009,False,False,True
EME,105634,2010,False,False,True
EME,105634,2012,False,False,True
EME,105634,2013,False,False,True
EME,105634,2014,False,False,True
EME,105634,2015,False,False,True
EME,105634,2016,False,False,True
EME,105634,2017,False,False,True
EME,105634,2018,False,False,True
EME,105634,2019,False,False,True
EME,105634,2020,False,False,True
EME,105634,2021,False,False,True
EME,105634,2022,False,False,True
EME,105634,2023,False,False,True
EME,105634,2024,False,False,True
EME,105634,2025,True,False,True
EMN,915389,2001,True,True,True
EMN,915389,2002,True,True,True
EMN,915389,2003,True,True,True
EMN,915389,2004,True,True,True
EMN,915389,2005,True,True,True
EMN,915389,2006,True,True,True
EMN,915389,2007,True,True,True
EMN,915389,2008,True,True,True
EMN,915389,2009,False,False,True
EMN,915389,2010,False,False,True
EMN,915389,2011,False,False,True
EMN,915389,2012,False,False,True
EMN,915389,2013,False,False,True
EMN,915389,2014,False,False,True
EMN,915389,2015,False,False,True
EMN,915389,2016,False,False,True
EMN,915389,2017,False,False,True
EMN,915389,2018,False,False,True
EMN,915389,2019,False,False,True
EMN,915389,2020,False,False,True
EMN,915389,2021,False,False,True
EMN,915389,2022,False,False,True
EMN,915389,2023,False,False,True
EMN,915389,2024,False,False,True
EMN,915389,2025,True,False,True
EMR,32604,2000,True,True,True
EMR,32604,2001,True,True,True
EMR,32604,2002,True,True,True
EMR,32604,2003,True,True,True
EMR,32604,2004,True,True,True
EMR,32604,2005,True,True,True
EMR,32604,2006,True,True,True
EMR,32604,2007,True,True,True
EMR,32604,2008,True,True,True
EMR,32604,2009,False,False,True
EMR,32604,2010,False,False,True
EMR,32604,2011,False,False,True
EMR,32604,2012,False,False,True
EMR,32604,2013,False,False,True
EMR,32604,2014,False,False,True
EMR,32604,2015,False,False,True
EMR,32604,2016,False,False,True
EMR,32604,2017,False,False,True
EMR,32604,2018,False,False,True
EMR,32604,2019,False,False,True
EMR,32604,2020,False,False,True
EMR,32604,2021,False,False,True
EMR,32604,2022,False,False,True
EMR,32604,2023,False,False,True
EMR,32604,2024,False,False,True
EMR,32604,2025,True,False,True
ENDP,1593034,2015,True,False,True
ENDP,1593034,2016,True,False,True
ENDP,1593034,2017,True,False,True
ENPH,1463101,2010,True,True,True
ENPH,1463101,2011,True,True,True
ENPH,1463101,2012,False,False,True
ENPH,1463101,2013,False,False,True
ENPH,1463101,2014,False,False,True
ENPH,1463101,2015,False,False,True
ENPH,1463101,2016,False,False,True
ENPH,1463101,2017,False,False,True
ENPH,1463101,2018,False,False,True
ENPH,1463101,2019,False,False,True
ENPH,1463101,2020,False,False,True
ENPH,1463101,2021,False,False,True
ENPH,1463101,2022,False,False,True
ENPH,1463101,2023,False,False,True
ENPH,1463101,2024,False,False,True
ENPH,1463101,2025,True,False,True
ENRNQ,1024401,2000,True,True,True
ENS,1289308,2009,False,False,True
ENS,1289308,2010,False,False,True
ENS,1289308,2011,False,False,True
ENS,1289308,2013,False,False,True
ENS,1289308,2014,False,False,True
ENS,1289308,2015,False,False,True
ENS,1289308,2016,False,False,True
ENS,1289308,2017,False,False,True
ENS,1289308,2018,False,False,True
ENS,1289308,2019,False,False,True
ENS,1289308,2020,False,False,True
ENS,1289308,2021,False,False,True
ENS,1289308,2022,False,False,True
ENS,1289308,2023,False,False,True
ENS,1289308,2024,False,False,True
ENS,1289308,2025,True,False,True
ENS,1289308,2026,True,False,True
EOG,821189,2000,True,True,True
EOG,821189,2001,True,True,True
EOG,821189,2005,True,True,True
EOG,821189,2006,True,True,True
EOG,821189,2007,True,True,True
EOG,821189,2008,True,True,True
EOG,821189,2009,False,False,True
EOG,821189,2010,False,False,True
EOG,821189,2011,False,False,True
EOG,821189,2012,False,False,True
EOG,821189,2013,False,False,True
EOG,821189,2014,False,False,True
EOG,821189,2015,False,False,True
EOG,821189,2016,False,False,True
EOG,821189,2017,False,False,True
EOG,821189,2018,False,False,True
EOG,821189,2019,False,False,True
EOG,821189,2020,False,False,True
EOG,821189,2021,False,False,True
EOG,821189,2022,False,False,True
EOG,821189,2023,False,False,True
EOG,821189,2024,False,False,True
EOG,821189,2025,True,False,True
EOP,1038339,2000,True,True,True
EOP,1038339,2002,True,True,True
EOP,1038339,2003,True,True,True
