symbol,cik,company_name,founded_year,founded_month,founded_date,founded_source_url,legal_entity_founded_year,confidence,audit_status
CEN,109758,Arbitron Inc.,1949.0,,,https://en.wikipedia.org/wiki/Nielsen_Audio,,verified,VERIFIED
CEPH,873364,,1987.0,,,https://en.wikipedia.org/wiki/Cephalon_(company),,verified,VERIFIED
CERN,804753,,1979.0,,,https://www.linkedin.com/company/cerner-corporation,,verified,VERIFIED
CF,1324404,CF Industries,1946.0,,1946,https://www.cfindustries.com/globalassets/cf-industries/media/documents/reports/annual-reports/ar2008.pdf,,verified,VERIFIED
CFC,25191,,1969.0,,,https://en.wikipedia.org/wiki/Bank_of_America_Home_Loans,,verified,VERIFIED
CFG,759944,Citizens Financial Group,1828.0,,,https://investor.citizensbank.com/about-us/our-company.html,,verified,VERIFIED
CFL,,,,,,,,unresolved_blank,AUDITED_UNRESOLVED
CFN,1457543,,2009.0,,,https://en.wikipedia.org/wiki/CareFusion,,verified,VERIFIED
CG,1527166,Carlyle Group Inc.,1987.0,,,https://en.wikipedia.org/wiki/The_Carlyle_Group,,verified,VERIFIED
CGP,21267,Coastal Corporation,1955.0,,,https://en.wikipedia.org/wiki/Coastal_Corporation,,verified,VERIFIED
CHA,2013649,Chagee Holdings Ltd.,2017.0,June,,https://en.wikipedia.org/wiki/Chagee,,verified,VERIFIED
CHD,313927,Church & Dwight,1846.0,,,https://churchdwight.com/investors/company-profile.aspx,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
CHIR,706539,,1981.0,,,https://en.wikipedia.org/wiki/Chiron_Corporation,,verified,VERIFIED
CHK,895126,,1989.0,,,https://en.wikipedia.org/wiki/Expand_Energy,,verified,VERIFIED
CHRS,1512762,"Coherus Oncology, Inc.",2010.0,September,,https://www.sec.gov/Archives/edgar/data/1512762/000156459015001896/chrs-10k_20141231.htm,,verified,VERIFIED
CHRW,1043277,C.H. Robinson,1905.0,,,https://www.sec.gov/Archives/edgar/data/1043277/000104327718000007/chrw-10k2017.htm,,verified,VERIFIED
CHTR,1091667,Charter Communications,1993.0,,,https://www.sec.gov/Archives/edgar/data/1091667/000109166726000017/chtr-20251231.htm,,verified,VERIFIED
CI,1739940,Cigna,1982.0,,,https://www.thecignagroup.com/about-us/milestones,,verified,VERIFIED
CIEN,936395,Ciena,1992.0,11,1992-11-08,https://www.ciena.com/insights/articles/25-Big-Milestones-from-our-25-Years-at-Ciena.html,,verified,VERIFIED
CIN,899652,Cinergy Corp,1994.0,,,https://en.wikipedia.org/wiki/Cinergy,,verified,VERIFIED
CINF,20286,Cincinnati Financial,1950.0,,,,1968.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
CIT.A,20388,,1908.0,February,,https://en.wikipedia.org/wiki/CIT_Group,,verified,VERIFIED
CITGQ,1171825,,1908.0,February,,https://en.wikipedia.org/wiki/CIT_Group,,verified,VERIFIED
CL,21665,Colgate-Palmolive,1806.0,,,https://www.sec.gov/Archives/edgar/data/0000021665/000002166526000013/a2025annualreportfinal.pdf,,verified,VERIFIED
CLF,764065,CLEVELAND-CLIFFS INC.,1847.0,,,https://en.wikipedia.org/wiki/Cleveland-Cliffs,,verified,VERIFIED
CLX,21076,Clorox,1913.0,,,https://www.thecloroxcompany.com/wp-content/uploads/2024/05/Clorox_Conflict_Minerals_Disclosure.pdf,,verified,VERIFIED
CMA,28412,Comerica Incorporated,1849.0,August,,https://en.wikipedia.org/wiki/Comerica,,verified,VERIFIED
CMB,,Chase Manhattan Corporation,,,,,,unresolved_blank,AUDITED_UNRESOLVED
CMCSA,1166691,Comcast,1963.0,,,https://www.cmcsa.com/static-files/3d37fe24-bb88-4d1e-a4a4-84df5a3c34ce,,verified,VERIFIED
CMCSK,,,1963.0,,,https://en.wikipedia.org/wiki/Comcast,,verified,VERIFIED
CME,1156375,CME Group,1848.0,,,,2001.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
CMG,1058090,Chipotle Mexican Grill,1993.0,,,https://ir.chipotle.com/2021-07-08-Chipotle-Leverages-TikTok-Resumes-To-Help-Grow-Its-Purpose-Driven-Workforce,,verified,VERIFIED
CMI,26172,Cummins,1919.0,,,https://www.cummins.com/sites/default/files/files/reports/2012_2013_cummins_sustainability_report_full.pdf,,verified,VERIFIED
CMS,811156,CMS Energy,1886.0,,,,1987.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
CMVT,803014,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_CONTEXT
CMX,1000736,,1979.0,,,https://en.wikipedia.org/wiki/CVS_Caremark,1993.0,business_kept_holdco_separated,VERIFIED_CORRECTED
CNC,1071739,Centene Corporation,1984.0,,,https://www.centene.com/content/dam/centenedotcom/documents/Centene-Corporate-Responsibility-2024.pdf,,verified,VERIFIED
CNG,23738,Consolidated Natural Gas Company,1942.0,,,https://www.fundinguniverse.com/company-histories/consolidated-natural-gas-company-history/,,verified,VERIFIED
CNP,1130310,CenterPoint Energy,1882.0,,,,2002.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
CNW,,Con-way Inc.,1929.0,,,https://en.wikipedia.org/wiki/Con-way,,verified,VERIFIED
CNX,1070412,CNX Resources Corp,1860.0,,,https://en.wikipedia.org/wiki/CNX_Resources,,verified,VERIFIED
CNXT,1069353,,1999.0,January,,https://en.wikipedia.org/wiki/Conexant,,verified,VERIFIED
COC.B,1066806,,,,,,,unresolved_blank,AUDITED_UNRESOLVED
COF,927628,Capital One,1994.0,July,1994-07-21,https://www.sec.gov/Archives/edgar/data/927628/000092838502000920/d10k.htm,,verified,VERIFIED_CORRECTED
COG,858470,,1989.0,,,https://www.ogj.com/general-interest/companies/article/17247867/cabots-walen-us-sweet-gas-plays-remain-attractive,,verified,VERIFIED
COHR,820318,Coherent Corp.,1971.0,,,https://www.coherent.com/news/press-releases/ii-vi-changes-name-to-coherent-and-launches-new-brand,,verified,VERIFIED
COIN,1679788,Coinbase,2012.0,,,,2014.0,business_kept_holdco_separated,VERIFIED_CORRECTED
COL,1137411,,1933.0,,,https://en.wikipedia.org/wiki/Rockwell_Collins,,verified,VERIFIED
COMS,738076,3Com Corporation,1979.0,,,https://en.wikipedia.org/wiki/3Com,,verified,VERIFIED
COO,711404,Cooper Companies (The),1958.0,,,https://www.forbes.com/companies/cooper-companies/,,verified,VERIFIED
COP,1163165,ConocoPhillips,2002.0,,,https://www.sec.gov/Archives/edgar/data/784977/000078497706000019/frm10k05.pdf,,verified,VERIFIED
COR,1140859,Cencora,1947.0,,,https://www.forbes.com/companies/cencora/,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
COST,909832,Costco,1976.0,,,,1993.0,business_kept_holdco_separated,VERIFIED_CORRECTED
COTY,1024305,COTY INC.,1904.0,,,https://en.wikipedia.org/wiki/Coty,,verified,VERIFIED
COV,1385187,Covidien Ltd.,2007.0,,,https://en.wikipedia.org/wiki/Covidien,,verified,VERIFIED
CPAY,1175454,Corpay,2000.0,,,https://www.corpay.com/en-NZ/corporate-newsroom/3s8nI2cPnCdw6IAZABadBl/corpay-2024-mid-year-in-review,,verified,VERIFIED
CPB,16732,Campbell's Company (The),1869.0,,,https://www.thecampbellscompany.com/wp-content/uploads/2024/12/Food-for-Thought_Fall-2024_final.pdf,,verified,VERIFIED
CPGX,1629995,,2014.0,September,,https://www.sec.gov/Archives/edgar/data/1629995/000119312515210599/d891954dex991.htm,,corrected_earlier,VERIFIED_CORRECTED
CPNLQ,916457,,1984.0,,,https://en.wikipedia.org/wiki/Calpine,,verified,VERIFIED
CPQ,714154,Compaq Computer Corporation,1982.0,,,https://www.britannica.com/money/Compaq,,verified,VERIFIED
CPRI,1530721,Capri Holdings Ltd,1981.0,,,https://en.wikipedia.org/wiki/Capri_Holdings,,verified,VERIFIED
CPRT,900075,Copart,1982.0,,,https://www.copart.com/content/us/en/pdfs/annual-reports/2017-copart-annual-report-c.pdf,,verified,VERIFIED
CPT,906345,Camden Property Trust,1981.0,,,,1993.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
CPWR,827099,Ocean Thermal Energy Corp,1998.0,,,https://stockanalysis.com/quote/otc/CPWR/company/,,verified,VERIFIED
CR,1944013,Crane Co,1855.0,,,https://en.wikipedia.org/wiki/Crane_Co.,,verified,VERIFIED
CRH,849395,CRH plc,1970.0,,,https://www.crh.com/wp-content/uploads/2025/06/2010-csr-report-2-1-1-1-1-1-1.pdf,,verified,VERIFIED
CRL,1100682,Charles River Laboratories,1947.0,,,https://www.sec.gov/Archives/edgar/data/1100682/000110465923038822/tm237823d2_ars.pdf,,verified,VERIFIED
CRM,1108524,Salesforce,1999.0,,,https://www.sec.gov/Archives/edgar/data/1108524/000119312524140606/d753990dars.pdf,,verified,VERIFIED
CRR,,CARBO Ceramics Inc.,,,,,,unresolved_blank,AUDITED_UNRESOLVED
CRWD,1535527,CrowdStrike,2011.0,,,https://ir.crowdstrike.com/static-files/b0ff20ba-dc01-4d32-871f-c441cd50af31,,verified,VERIFIED
CSCO,858877,Cisco,1984.0,,,https://www.cisco.com/c/dam/global/en_in/about/docs/detailed_fact_sheet_new.pdf,,verified,VERIFIED
CSE,,Case Corporation,1842.0,,,https://en.wikipedia.org/wiki/Case_Corporation,,verified,VERIFIED
CSGP,1057352,CoStar Group,1987.0,,,https://www.forbes.com/profile/andrew-c-florance/,,verified,VERIFIED
CSR,798359,CENTERSPACE,,,,,,unresolved_blank,AUDITED_UNRESOLVED
CSRA,1646383,,2015.0,,,https://en.wikipedia.org/wiki/CSRA_Inc.,,verified,VERIFIED
CSX,277948,CSX Corporation,1978.0,November,,https://www.sec.gov/Archives/edgar/data/277948/000119312507032135/d10k.htm,,corrected_earlier,VERIFIED_CORRECTED
CTAS,723254,Cintas,1929.0,,,https://www.cintas.com/company/company-timeline/,,verified,VERIFIED
CTB,24491,Cooper Tire & Rubber Company,1914.0,,,https://en.wikipedia.org/wiki/Cooper_Tire_%26_Rubber_Company,,verified,VERIFIED
CTL,18926,,1930.0,,,https://en.wikipedia.org/wiki/CenturyLink,,verified,VERIFIED
CTLT,1596783,,1933.0,,,https://en.wikipedia.org/wiki/Robert_Pauli_Scherer,,verified,VERIFIED
CTRA,858470,,1989.0,,,https://en.wikipedia.org/wiki/Coterra,,verified,VERIFIED
CTSH,1058290,Cognizant,1994.0,,,https://investors.cognizant.com/investor-resources/faq/default.aspx,,verified,VERIFIED
CTVA,1755672,Corteva,2019.0,June,2019-06-01,https://investors.corteva.com/static-files/7120ff1b-df5a-46a6-9e1c-629ba21de186,,verified,VERIFIED
CTX,18532,Centex Corporation,1950.0,,,https://www.sec.gov/Archives/edgar/data/18532/000095013408010152/d56906e10vk.htm,,verified,VERIFIED
CTXS,877890,,1989.0,,,https://en.wikipedia.org/wiki/Citrix_Systems,,verified,VERIFIED
CVC,1053112,,1973.0,,,https://en.wikipedia.org/wiki/Cablevision,,verified,VERIFIED
CVG,1062047,,1998.0,,,https://en.wikipedia.org/wiki/Convergys,,verified,VERIFIED
CVH,1054833,,1986.0,,,https://en.wikipedia.org/wiki/Coventry_Health_Care,,verified,VERIFIED
CVNA,1690820,Carvana,2012.0,,,https://investors.carvana.com/tools/viewpdf.aspx?page=%7B8DA3115C-2CA0-4F0F-B0DF-45EBE4E59F84%7D,,verified,VERIFIED
CVS,64803,CVS Health,1996.0,,,https://www.sec.gov/Archives/edgar/data/64803/000006480326000010/cvs-20251231.htm,,verified,VERIFIED
CVX,93410,Chevron Corporation,1879.0,,,https://www.chevron.com/-/media/shared-media/documents/chevron-annual-report-supplement-2020.pdf,,verified,VERIFIED
CXO,1358071,,2004.0,,,https://en.wikipedia.org/wiki/Concho_Resources,,verified,VERIFIED
CYM,,Cyprus Amax Minerals Company,,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_CONTEXT
CYR,,"Cray Research, Inc.",1972.0,,,https://en.wikipedia.org/wiki/Cray,,verified,VERIFIED
CZR,1590895,"Caesars Entertainment, Inc.",1937.0,,,https://en.wikipedia.org/wiki/Harrah's_Entertainment,1990.0,business_kept_holdco_separated,VERIFIED_CORRECTED
D,715957,Dominion Energy,1983.0,,,https://www.sec.gov/Archives/edgar/data/715957/000119312526063120/d-20251231.htm,,verified,VERIFIED
DAL,27904,Delta Air Lines,,,,,,unresolved_blank,AUDITED_UNRESOLVED
DALRQ,27904,"Delta Air Lines, Inc.",1925.0,March,,https://en.wikipedia.org/wiki/Delta_Air_Lines,,verified,VERIFIED
DASH,1792789,DoorDash,2012.0,,,,2013.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
DAY,,,1992.0,,,https://en.wikipedia.org/wiki/Dayforce,,verified,VERIFIED
DCNAQ,26780,Dana Corporation,1904.0,,,https://en.wikipedia.org/wiki/Dana_Incorporated,,verified,VERIFIED
DD,1666700,DuPont,1802.0,,,https://en.wikipedia.org/wiki/DuPont_(1802%E2%80%932017),,verified,VERIFIED
DDOG,1561550,Datadog,2010.0,,,https://investors.datadoghq.com/static-files/6ce0f496-38c7-4ceb-8fde-b7b2c1a44e01,,verified,VERIFIED
DDR,894315,,1965.0,,,https://en.wikipedia.org/wiki/SITE_Centers,,verified,VERIFIED
DDS,28917,"DILLARD'S, INC.",1938.0,,,https://en.wikipedia.org/wiki/Dillard%27s,,verified,VERIFIED
DE,315189,Deere & Company,1837.0,,,https://www.deere.co.uk/blueprint/servlet/en-gb/our-company/explore-john-deere/history-heritage/john-deere,,verified,VERIFIED
DEC,1922446,Diversified Energy Co,2001.0,,,https://en.wikipedia.org/wiki/Diversified_Energy,,verified,VERIFIED
DECK,910521,Deckers Brands,1973.0,,,,1993.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
DELL,1571996,Dell Technologies,2013.0,,,https://www.sec.gov/Archives/edgar/data/1571996/000157199622000025/ex31sixtharcertofdti.htm,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
DF,931336,,1925.0,,,https://en.wikipedia.org/wiki/Dean_Foods,,verified,VERIFIED
DFS,1393612,,1985.0,,,https://en.wikipedia.org/wiki/Discover_Financial,,verified,VERIFIED
DG,29534,Dollar General,1939.0,,,https://www.sec.gov/Archives/edgar/data/29534/000110465925033066/tm255785d2_ars.pdf,,verified,VERIFIED
DGN,,Data General Corporation,1968.0,,,https://en.wikipedia.org/wiki/Data_General,,verified,VERIFIED
DGX,1022079,Quest Diagnostics,1967.0,,,,1990.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
DHI,882184,D. R. Horton,1978.0,,,https://www.sec.gov/Archives/edgar/data/882184/000095013404019034/d20584e10vk.htm,,verified,VERIFIED
DHR,313616,Danaher Corporation,1969.0,,,https://www.sec.gov/Archives/edgar/data/313616/000119312526173731/d148579d424b5.htm,,verified,VERIFIED
DI,,"Dresser Industries, Inc.",1880.0,,,https://en.wikipedia.org/wiki/Dresser_Industries,,verified,VERIFIED
DIGI,,Digi International Inc.,1985.0,,,https://en.wikipedia.org/wiki/Digi_International,,verified,VERIFIED
DIS,1744489,Walt Disney Company (The),1923.0,,,https://thewaltdisneycompany.com/news/disney100-anniversary-disney-contract/,,verified,VERIFIED
DISCA,,,1982.0,,,"https://en.wikipedia.org/wiki/Discovery,_Inc.",,verified,VERIFIED
DISCK,,,1982.0,,,"https://en.wikipedia.org/wiki/Discovery,_Inc.",,verified,VERIFIED
DISH,1001082,,1980.0,,,https://en.wikipedia.org/wiki/Dish_Network,,verified,VERIFIED
DJ,29924,"Dow Jones & Company, Inc.",1882.0,November,,https://en.wikipedia.org/wiki/Dow_Jones_%26_Company,,verified,VERIFIED
DLR,1297996,Digital Realty,2004.0,March,2004-03-09,https://www.sec.gov/Archives/edgar/data/1297996/000110465926015365/dlr-20251231x10k.htm,,verified,VERIFIED
DLTR,935703,Dollar Tree,1986.0,,,https://corporate.dollartree.com/about/our-history,,verified,VERIFIED
DLX,27996,DELUXE CORP,1915.0,,,https://en.wikipedia.org/wiki/Deluxe_Corporation,,verified,VERIFIED
DNB,1115222,,1841.0,July,,https://en.wikipedia.org/wiki/Dun_%26_Bradstreet,,verified,VERIFIED
DNR,945764,,1951.0,,,https://en.wikipedia.org/wiki/Denbury_Resources,,verified,VERIFIED
DO,949039,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_CONTEXT
DOC,765880,Healthpeak Properties,1985.0,March,,https://healthpeak.com/faqs/,,verified,VERIFIED
DOV,29905,Dover Corporation,1955.0,,,https://investors.dovercorporation.com/faq,,verified,VERIFIED
DOW,1751788,Dow Inc.,1897.0,,,https://en.wikipedia.org/wiki/Dow_Chemical_Company,,verified,VERIFIED
DPHIQ,1072342,,1994.0,,,https://en.wikipedia.org/wiki/Aptiv,,verified,VERIFIED
DPZ,1286681,Domino's,1960.0,,,https://ir.dominos.com/static-files/4b72e766-b7ab-41b2-8130-3e9cb6e40405,,verified,VERIFIED
DRE,783280,,1972.0,,,https://en.wikipedia.org/wiki/Duke_Realty,,verified,VERIFIED
DRI,940944,Darden Restaurants,1938.0,,,,1995.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
DTE,936340,DTE Energy,1995.0,,,https://www.sec.gov/Archives/edgar/data/936340/000095012405001542/k91838e10vk.htm,,verified,VERIFIED
DTV,944868,,1994.0,June,,https://en.wikipedia.org/wiki/DirecTV,,verified,VERIFIED
DUK,1326160,Duke Energy,1904.0,,,,2005.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
DVA,927066,DaVita,1979.0,,,,1994.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
DVN,1090012,Devon Energy,1971.0,,,https://s2.q4cdn.com/462548525/files/doc_financials/2020/ar/DVN-2021-Proxy-Statement.pdf,,verified,VERIFIED
DWD,,"Dean Witter, Discover & Co.",1924.0,,,https://www.encyclopedia.com/books/politics-and-business-magazines/dean-witter-discover-co,,verified,VERIFIED
DWDP,,,1802.0,,,https://en.wikipedia.org/wiki/DuPont,,verified,VERIFIED
DXC,1688568,DXC Technology Co,1959.0,,,https://en.wikipedia.org/wiki/Computer_Sciences_Corporation,2017.0,business_kept_holdco_separated,VERIFIED_CORRECTED
DXCM,1093557,Dexcom,1999.0,,,https://www.sec.gov/Archives/edgar/data/1093557/000109355726000061/dxcm-20260415.htm,,verified,VERIFIED
DYN,1818794,"Dyne Therapeutics, Inc.",2017.0,December,2017-12-01,https://www.sec.gov/Archives/edgar/data/1818794/000119312526173735/fy26_ars.pdf,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
EA,712515,Electronic Arts,1982.0,,,https://media.corporate-ir.net/media_files/NSD/ERTS/custom/corpbackgroundfinal05021.pdf,,verified,VERIFIED
EBAY,1065088,eBay Inc.,1995.0,,,https://static.ebayinc.com/assets/Uploads/Archive/EBAY-US-Roadmap-Final.pdf,,verified,VERIFIED
EC,1444406,ECOPETROL S.A.,1951.0,,,https://en.wikipedia.org/wiki/Ecopetrol,,verified,VERIFIED
ECH,,Echlin Inc.,1924.0,,,https://www.fundinguniverse.com/company-histories/echlin-inc-history/,,verified,VERIFIED
ECL,31462,Ecolab,1923.0,,,https://www.sec.gov/Archives/edgar/vprr/1300/13001013.pdf,,verified,VERIFIED
ECO,1964954,Okeanis Eco Tankers Corp.,2018.0,,,https://www.okeanisecotankers.com/en/about/our-business,,verified,VERIFIED
ED,1047862,Consolidated Edison,1823.0,,,,1997.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
EDS,1007456,,1962.0,,,https://en.wikipedia.org/wiki/Electronic_Data_Systems,,verified,VERIFIED
EFU,,Eastern Enterprises,,,,,,unresolved_blank,AUDITED_UNRESOLVED
EFX,33185,Equifax,1899.0,,,https://www.sec.gov/Archives/edgar/data/33185/000110465906013557/a06-1873_110k.htm,,verified,VERIFIED
EG,1095073,Everest Group,1973.0,,,,1999.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
EHC,785161,Encompass Health Corp,1984.0,,,https://en.wikipedia.org/wiki/Encompass_Health,,verified,VERIFIED
EIX,827052,Edison International,1886.0,,,,1987.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
EKDKQ,31235,Eastman Kodak Company,1881.0,January,,https://en.wikipedia.org/wiki/Kodak,,verified,VERIFIED
EL,1001250,Estée Lauder Companies (The),1946.0,,,https://investors.elcompanies.com/en/investors,,verified,VERIFIED
ELV,1156039,Elevance Health,1946.0,,,https://en.wikipedia.org/wiki/Elevance_Health,2004.0,business_kept_holdco_separated,VERIFIED_CORRECTED
EMC,790070,EMC Corporation,1979.0,,,https://en.wikipedia.org/wiki/Dell_EMC,,verified,VERIFIED
EME,105634,Emcor,,,,,,unresolved_blank,AUDITED_UNRESOLVED
EMN,915389,EASTMAN CHEMICAL CO,1920.0,,,https://en.wikipedia.org/wiki/Eastman_Chemical_Company,,verified,VERIFIED
EMR,32604,Emerson Electric,1890.0,,,https://www.sec.gov/Archives/edgar/data/32604/000003260417000046/emr-09302017x10xk.htm,,verified,VERIFIED
ENDP,1593034,,,,,,,unresolved_blank,AUDITED_UNRESOLVED_SOURCE_CONTEXT
ENPH,1463101,"Enphase Energy, Inc.",2006.0,,,https://en.wikipedia.org/wiki/Enphase_Energy,,verified,VERIFIED
ENRNQ,1024401,Enron Corporation,1985.0,July,,https://en.wikipedia.org/wiki/Enron,,verified,VERIFIED
ENS,1289308,EnerSys,1999.0,,,https://en.wikipedia.org/wiki/EnerSys,,corrected_earlier,VERIFIED_CORRECTED
EOG,821189,EOG Resources,1985.0,,,https://www.sec.gov/Archives/edgar/data/821189/000082118920000010/a2019123110-k.htm,,corrected_earlier,VERIFIED_CORRECTED_PRIMARY
EOP,1038339,,1976.0,,,https://en.wikipedia.org/wiki/EQ_Office,,verified,VERIFIED
EP,887396,EMPIRE PETROLEUM CORP,1983.0,,,https://finance.yahoo.com/quote/EP/profile/,1985.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
EPAM,1352010,"EPAM Systems, Inc.",1993.0,,,https://en.wikipedia.org/wiki/EPAM_Systems,,verified,VERIFIED
EQ,1746466,"Equillium, Inc.",2017.0,March,2017-03-16,https://www.sec.gov/Archives/edgar/data/1746466/000095017025052671/eq-ars-2024.pdf,,verified,VERIFIED
EQIX,1101239,Equinix,1998.0,June,,https://investor.equinix.com/sec-filings/proxy-filings/content/0001012870-99-004804/0001012870-99-004804.pdf,,verified,VERIFIED
EQR,906107,Equity Residential,1969.0,,,,1993.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
EQT,33213,EQT Corporation,1888.0,,,,2008.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
ERIE,922621,Erie Indemnity,1925.0,April,1925-04-17,https://www.sec.gov/Archives/edgar/data/922621/000110465911042663/a11-13827_1ex3d1.htm,,verified,VERIFIED
ES,72741,Eversource Energy,1966.0,July,1966-07-01,https://www.sec.gov/Archives/edgar/data/23426/000007274111000025/f2010form10kcombined.htm,,verified,VERIFIED
ESRX,885721,,1986.0,,,https://en.wikipedia.org/wiki/Express_Scripts,,verified,VERIFIED
ESS,920522,Essex Property Trust,1971.0,,,https://investors.essexapartmenthomes.com/files/doc_financials/2006/ar/2006-Annual-Report.pdf,,verified,VERIFIED
ESV,314808,,1975.0,,,https://en.wikipedia.org/wiki/Valaris_Limited,,verified,VERIFIED
ETFC,1015780,,1982.0,,,https://en.wikipedia.org/wiki/E-Trade,,verified,VERIFIED
ETN,1551182,Eaton Corporation,1911.0,,,https://www.sec.gov/Archives/edgar/data/1551182/000155118225000006/etn-20241231.htm,,verified,VERIFIED
ETR,65984,Entergy,1913.0,,,https://cdn.entergy.com/userfiles/content/about_entergy/pdfs/Entergy-fact-sheet.pdf,,verified,VERIFIED
ETS,2053641,Elite Express Holding Inc.,,,,,,unresolved_blank,AUDITED_UNRESOLVED
ETSY,1370637,ETSY INC,2005.0,June,,https://en.wikipedia.org/wiki/Etsy,,verified,VERIFIED
EVHC,1678531,,1972.0,,,https://en.wikipedia.org/wiki/EmCare,,verified,VERIFIED
EVRG,1711269,Evergy,1909.0,,,,2017.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
EW,1099800,Edwards Lifesciences,1958.0,,,,1999.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
EXC,1109357,Exelon,2000.0,,,https://www.sec.gov/Archives/edgar/data/1109357/000120677422000727/esc_coutersy-pdf.pdf,,verified,VERIFIED
EXE,895126,Expand Energy,1989.0,,,,1996.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
EXPD,746515,Expeditors International,1979.0,,,https://www.expeditors.com/about-us/history,,verified,VERIFIED
EXPE,1324424,Expedia Group,1996.0,,,https://www.expedia.com/stories/top-expedia-destinations-20-years/,,verified,VERIFIED
EXR,1289490,Extra Space Storage,1977.0,,,https://news.extraspace.com/about-us/,,verified,VERIFIED
F,37996,Ford Motor Company,1903.0,June,1903-06-16,https://shareholder.ford.com/Information/stock/default.aspx,,verified,VERIFIED
FANG,1539838,Diamondback Energy,2007.0,,,,2011.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
FAST,815556,Fastenal,1967.0,November,1967-11-28,https://investor.fastenal.com/news-releases/news-details/2017/Fastenal-Blue-Team-to-Ring-Nasdaq-Opening-Bell-on-November-6-2017/default.aspx,,verified,VERIFIED
FB,,,2004.0,February,,https://en.wikipedia.org/wiki/Meta_Platforms,,verified,VERIFIED
FBF,50341,FleetBoston Financial Corporation,,,,,,unresolved_blank,AUDITED_UNRESOLVED
FBHS,1519751,,2011.0,,,https://en.wikipedia.org/wiki/Fortune_Brands_Innovations,,verified,VERIFIED
FBO,,Federal Paper Board Company,1916.0,,,https://www.fundinguniverse.com/company-histories/federal-paper-board-company-inc-history/,,verified,VERIFIED
FCN,887936,"FTI CONSULTING, INC",1982.0,,,https://en.wikipedia.org/wiki/FTI_Consulting,,verified,VERIFIED
FCPT,1650132,"Four Corners Property Trust, Inc.",2015.0,,,https://www.sec.gov/Archives/edgar/data/1650132/000165013218000025/fcpt201710-k.htm,,verified,VERIFIED
FCX,831259,Freeport-McMoRan,1912.0,,,,1987.0,business_kept_holdco_separated,VERIFIED_CORRECTED_PRIMARY
FD,794367,Federated Department Stores,1929.0,,,"https://en.wikipedia.org/wiki/Macy%27s,_Inc.",,verified,VERIFIED
FDC,883980,First Data Corporation,1971.0,,,https://en.wikipedia.org/wiki/First_Data,,verified,VERIFIED
FDO,34408,,1959.0,November,,https://en.wikipedia.org/wiki/Family_Dollar,,verified,VERIFIED
FDS,1013237,FactSet,1978.0,September,,https://investor.factset.com/static-files/0856f3dc-1c5c-4615-812e-ec642ce74cef,,verified,VERIFIED
FDX,1048911,FedEx,1971.0,,,https://investors.fedex.com/company-overview/Acquisition-History/,,verified,VERIFIED
FDXF,2082247,FedEx Freight,,,,,,unresolved_blank,AUDITED_UNRESOLVED
FE,1031296,FirstEnergy,1996.0,,,https://www.firstenergycorp.com/content/dam/investor/files/10-K/2010_FirstEnergy_Corp._10-K.pdf,,corrected_earlier,VERIFIED_CORRECTED
FFIV,1048695,"F5, Inc.",1996.0,,,https://www.f5.com/content/dam/f5/corp/global/pdf/financial-reports/2001-annual-report.pdf,,verified,VERIFIED
FG,1934850,"F&G Annuities & Life, Inc.",1959.0,,,https://en.wikipedia.org/wiki/F%26G,,verified,VERIFIED
FHN,36966,FIRST HORIZON CORP,1864.0,March,,https://en.wikipedia.org/wiki/First_Horizon_Bank,,verified,VERIFIED
FI,,,1984.0,,,https://en.wikipedia.org/wiki/Fiserv,,verified,VERIFIED
