company_number,company_name,legal_birth_year,legal_birth_date_exact,legal_birth_precision,legal_birth_source_url,operating_birth_year,operating_birth_precision,operating_birth_type,operating_birth_source_url,operating_birth_context,audit_status,verification,operating_birth_date
02280426,Direct Line Insurance Group,1988.0,1988-07-26,day,https://find-and-update.company-information.service.gov.uk/company/02280426,1985.0,year,business_origin,https://en.wikipedia.org/wiki/Direct_Line,Direct Line was founded in 1985 as RBS's direct motor insurer; the 1988 CH date is not the business birth.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
12620781,Dixons Group,1937.0,,year,https://en.wikipedia.org/wiki/Dixons_(retailer),1937.0,year,,https://en.wikipedia.org/wiki/Dixons_(retailer),source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
14591224,Dowlais Group,2023.0,2023-01-13,day,https://find-and-update.company-information.service.gov.uk/company/14591224,,month,demerger_created_company,https://www.dowlais.com/investors/demerger-information/,Dowlais was admitted as a separate group in April 2023 following the Melrose demerger.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
05562053,Drax Group,2005.0,2005-09-13,day,https://find-and-update.company-information.service.gov.uk/company/05562053,1974.0,year,operating_asset_origin,https://en.wikipedia.org/wiki/Drax_Power_Station,Uses first operation of Drax power station in 1974; later listed group structures are corporate wrappers.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
15213063,ECC Group,1919.0,,month,https://en.wikipedia.org/wiki/English_China_Clays,1919.0,year,,https://en.wikipedia.org/wiki/English_China_Clays,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
00229231,EMI Group plc,1928.0,1928-03-29,day,https://find-and-update.company-information.service.gov.uk/company/00229231,,month,merger_created_business,https://en.wikipedia.org/wiki/EMI,EMI was formed in March 1931 by merger of Columbia Graphophone and the Gramophone Company.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
03959649,Easyjet,2000.0,2000-03-24,day,https://find-and-update.company-information.service.gov.uk/company/03959649,,month,organic_business,https://easy.com/wp-content/uploads/easyhistory-easy-family-photo-album.pdf,First easyJet flight operated 10 Nov 1995.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
SC034993,Edinburgh Investment Trust,1960.0,1960-03-14,day,https://find-and-update.company-information.service.gov.uk/company/SC034993,,month,organic_business,https://www.theaic.co.uk/companydata/edinburgh-investment-trust,Investment trust launch date 1 Mar 1889.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00647788,Electrocomponents,1960.0,1960-01-22,day,https://find-and-update.company-information.service.gov.uk/company/00647788,1937.0,year,organic_business,https://www.rsgroup.com/about-us/our-history/,RS Group states it was founded as Radiospares in 1937; Electrocomponents was the later listed name.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
14696069,Emap,1887.0,,year,https://www.fundinguniverse.com/company-histories/emap-plc-history/,1887.0,year,,https://www.fundinguniverse.com/company-histories/emap-plc-history/,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
13280545,Endeavour Mining,2021.0,2021-03-21,day,https://find-and-update.company-information.service.gov.uk/company/13280545,,month,merger_or_reorganisation,https://find-and-update.company-information.service.gov.uk/company/13280545,The current listed company is the product of corporate combinations/reorganisation; legal incorporation alone is not a startup birth.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
03438871,Energis,1997.0,1997-09-18,day,https://find-and-update.company-information.service.gov.uk/company/03438871,1992.0,year,organic_business,https://en.wikipedia.org/wiki/Energis,Energis was created in 1992 by National Grid to commercialise its telecom network.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00154236,English China Clays,1919.0,1919-04-09,day,https://find-and-update.company-information.service.gov.uk/company/00154236,,month,merger_created_business,https://en.wikipedia.org/wiki/English_China_Clays,ECC was incorporated in April 1919 through amalgamation of three clay producers.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
10517727,Enterprise Inns,1991.0,,year,https://en.wikipedia.org/wiki/Ei_Group,,year,organic_business,https://www.rns-pdf.londonstockexchange.com/rns/1551O_1-2016-11-2.pdf,Issuer history states the business was founded in September 1991 when it acquired 368 pubs from Bass.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
01682048,Enterprise Oil,1982.0,1982-11-26,day,https://find-and-update.company-information.service.gov.uk/company/01682048,1983.0,year,spin_off_created_business,https://en.wikipedia.org/wiki/Enterprise_Oil,Enterprise Oil was formed in 1983 to take British Gas North Sea production assets.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
07108619,Essar energy,2009.0,2009-12-18,day,https://find-and-update.company-information.service.gov.uk/company/07108619,1998.0,year,business_unit_creation,https://en.wikipedia.org/wiki/Essar_Energy,Essar Energy was established in 1998 as an Essar Group energy business unit.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
03583610,Eurotunnel,1985.0,,year,https://www.referenceforbusiness.com/history2/79/Eurotunnel-Group.html,1985.0,year,,https://www.referenceforbusiness.com/history2/79/Eurotunnel-Group.html,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
07784342,Evraz,2011.0,2011-09-23,day,https://find-and-update.company-information.service.gov.uk/company/07784342,1992.0,year,organic_business,https://en.wikipedia.org/wiki/Evraz,Evraz traces its operating group to 1992.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
03720393,Experian Group,1999.0,1999-02-25,day,https://find-and-update.company-information.service.gov.uk/company/03720393,1996.0,month,merger_created_business,https://www.experianplc.com/about-us/our-history.,Experian states it was formed in 1996 when the UK and US credit-data businesses were combined and rebranded Experian; 2006 was the later demerger from GUS.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
SC246627,Ferguson,1887.0,,year,https://en.wikipedia.org/wiki/Wolseley_plc,1887.0,year,predecessor_continuity,https://en.wikipedia.org/wiki/Wolseley_plc,,PASS_LINEAGE_RECLASSIFIED,reliable_committed,
05432915,Ferrexpo,2005.0,2005-04-22,day,https://find-and-update.company-information.service.gov.uk/company/05432915,1960.0,year,state_enterprise_origin,https://en.wikipedia.org/wiki/Ferrexpo,Operating mining business began in 1960 as Poltava Mining and Extraction Combinat.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00044687,Fisons,1895.0,1895-07-23,day,https://find-and-update.company-information.service.gov.uk/company/00044687,1843.0,year,organic_business,https://heritage.rcpsg.ac.uk/items/show/1048,Fisons lineage began with Edward Packard's fertiliser business in 1843.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00012901,Foreign & Col Invest Trust,1879.0,1879-03-15,day,https://find-and-update.company-information.service.gov.uk/company/00012901,,month,organic_business,https://www.theaic.co.uk/aic/news/commentary/foreign-colonial-is-150,Foreign & Colonial was launched 19 Mar 1868.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
06035106,Frasers Group,2006.0,2006-12-21,day,https://find-and-update.company-information.service.gov.uk/company/06035106,1982.0,year,organic_business,https://en.wikipedia.org/wiki/Frasers_Group,Sports Direct business was founded by Mike Ashley in 1982.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
10215539,Freeserve,1998.0,,year,https://en.wikipedia.org/wiki/Freeserve,1998.0,year,,https://en.wikipedia.org/wiki/Freeserve,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
06344120,Fresnillo,2007.0,2007-08-15,day,https://find-and-update.company-information.service.gov.uk/company/06344120,2008.0,year,spin_off_created_group,https://www.fresnilloplc.com/about-us/at-a-glance-who-we-are/,"Fresnillo plc was established in 2008 by restructuring Peñoles' precious-metals operations; those operating assets have roots to 1887, so this is a spin-off rather than a startup.",CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
04992207,G4S,2003.0,2003-12-11,day,https://find-and-update.company-information.service.gov.uk/company/04992207,2004.0,year,merger_created_business,https://www.g4s.com/who-we-are/our-history,G4S was formed in 2004 by the merger of Group 4 Falck's security business and Securicor; 2003 is a pre-completion shell-company incorporation.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
04191106,GKN PLC,1759.0,,month,https://en.wikipedia.org/wiki/GKN,1759.0,year,,https://en.wikipedia.org/wiki/GKN,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
03299793,Gallaher Group,1857.0,,year,https://en.wikipedia.org/wiki/Gallaher_Group,1857.0,year,,https://en.wikipedia.org/wiki/Gallaher_Group,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
02670969,Games Workshop Group,1991.0,1991-12-09,day,https://find-and-update.company-information.service.gov.uk/company/02670969,1975.0,year,organic_business,https://jobs.games-workshop.com/our-history/timeline,Games Workshop began in 1975 as a mail-order games business; 1991 is the MBO/listed vehicle.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
SC119505,General Accident,1885.0,,year,https://en.wikipedia.org/wiki/General_Accident,1885.0,day,,https://en.wikipedia.org/wiki/General_Accident,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,1885-12-16
12657712,General Electric Company,1886.0,,year,https://simple.wikipedia.org/wiki/General_Electric_Company_plc,1886.0,year,,https://simple.wikipedia.org/wiki/General_Electric_Company_plc,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
00480080,Glaxo Wellcome,1950.0,1950-03-25,day,https://find-and-update.company-information.service.gov.uk/company/00480080,1995.0,year,merger_created_business,https://en.wikipedia.org/wiki/GlaxoSmithKline,Glaxo Wellcome was created in 1995 by Glaxo's acquisition/combination with Wellcome.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
12215835,GlaxoSmithKline,1830.0,,year,https://en.wikipedia.org/wiki/GSK_plc,1830.0,year,predecessor_continuity,https://us.gsk.com/media/da0dgjfg/cmyk_final_300yrs-gsk-a3-landscape.pdf,GSK's own history dates the Smith/Kline lineage to 1830; current GSK is a later merger group.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
03962410,Granada,2000.0,2000-04-03,day,https://find-and-update.company-information.service.gov.uk/company/03962410,1930.0,year,organic_business,https://en.wikipedia.org/wiki/Granada_plc,Granada's operating business began with Granada Theatres in 1930.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00290076,Granada Group,1934.0,1934-07-11,day,https://find-and-update.company-information.service.gov.uk/company/00290076,1930.0,year,predecessor_continuity,https://en.wikipedia.org/wiki/Granada_plc,Uses Granada operating lineage from 1930.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
03106798,Granada Media,1995.0,1995-09-26,day,https://find-and-update.company-information.service.gov.uk/company/03106798,,month,division_creation,https://www.independent.co.uk/news/business/granada-launches-division-to-consolidate-itv-interests-1303059.html,Granada Media Group was launched in April 1996 to consolidate Granada's media assets.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00291848,Grand Metropolitan,1934.0,1934-09-06,day,https://find-and-update.company-information.service.gov.uk/company/00291848,1934.0,year,organic_business,https://en.wikipedia.org/wiki/Grand_Metropolitan,Business began in 1934 as MRMA Ltd hotel business.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00014504,Greenalls Group plc,1762.0,,year,"https://www.gracesguide.co.uk/Greenall,_Whitley_and_Co",1762.0,year,,"https://www.gracesguide.co.uk/Greenall,_Whitley_and_Co",source-read verified (WRONG_SOURCE),VERIFIED_SOURCE_READ,reliable_verified,
00510607,Guinness (Arthur) & Son,1952.0,1952-08-16,day,https://find-and-update.company-information.service.gov.uk/company/00510607,,month,organic_business,https://en.wikipedia.org/wiki/Guinness,Arthur Guinness began brewing at St James's Gate in December 1759.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
SC218813,HBOS,2001.0,2001-05-03,day,https://find-and-update.company-information.service.gov.uk/company/SC218813,2001.0,year,merger_created_business,https://en.wikipedia.org/wiki/HBOS,HBOS was formed by the 2001 merger of Halifax and Bank of Scotland.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00617987,HSBC Holdings,1959.0,1959-01-01,day,https://find-and-update.company-information.service.gov.uk/company/00617987,,month,predecessor_continuity,https://www.hsbc.com/who-we-are/our-history,Uses Hongkong and Shanghai Banking Corporation operating origin in March 1865; HSBC Holdings is later.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
07034919,Habitat Mothercare,1961.0,,year,https://en.wikipedia.org/wiki/Mothercare,1961.0,year,,https://en.wikipedia.org/wiki/Mothercare,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
13691224,Haleon,2021.0,2021-10-20,day,https://find-and-update.company-information.service.gov.uk/company/13691224,,month,demerger_created_company,https://www.gsk.com/media/vhklmn0j/fy-2022-results-announcement.pdf,Haleon became an independent listed company on 18 July 2022 through GSK's Consumer Healthcare demerger; the underlying brands/businesses are much older.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00040932,Halma,1894.0,1894-04-13,day,https://find-and-update.company-information.service.gov.uk/company/00040932,1894.0,year,organic_business,https://en.wikipedia.org/wiki/Halma_plc,Nahalma Tea Estate Company began in 1894.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00360632,Hammerson Property,1940.0,1940-04-17,day,https://find-and-update.company-information.service.gov.uk/company/00360632,1942.0,year,organic_business,https://en.wikipedia.org/wiki/Hammerson,Hammerson was founded in 1942.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
SC234781,Harbour Energy,2002.0,2002-07-31,day,https://find-and-update.company-information.service.gov.uk/company/SC234781,2007.0,year,predecessor_continuity,https://www.harbourenergy.com/media/eknhcigj/premier-investor-presentation-nov-2020.pdf,Uses Chrysaor's 2007 operating origin; current Harbour emerged through later combination/reorganisation.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
02122142,Hargreaves Lansdown,1987.0,1987-04-10,day,https://find-and-update.company-information.service.gov.uk/company/02122142,1981.0,year,organic_business,https://www.hl.co.uk/__data/assets/pdf_file/0003/48090/prospectus.pdf,Hargreaves Lansdown was founded in 1981 by Peter Hargreaves and Stephen Lansdown.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
05998739,Harrisons & Crosfield,1844.0,,month,https://www.gracesguide.co.uk/Harrisons_and_Crosfield,1844.0,year,,https://www.gracesguide.co.uk/Harrisons_and_Crosfield,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
00068237,Hawker Siddeley,1900.0,1900-12-13,day,https://find-and-update.company-information.service.gov.uk/company/00068237,1934.0,year,merger_created_business,https://en.wikipedia.org/wiki/Hawker_Siddeley,Hawker Siddeley was formed in 1934 through consolidation of aircraft businesses.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
02150950,Hays,1987.0,1987-07-28,day,https://find-and-update.company-information.service.gov.uk/company/02150950,1867.0,year,organic_business,https://en.wikipedia.org/wiki/Hays_plc,Hays traces to a wharf/warehouse business founded in 1867.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
11408139,Hillsdown Holdings,1975.0,,year,https://www.fundinguniverse.com/company-histories/hillsdown-holdings-plc-history/,1975.0,year,,https://www.fundinguniverse.com/company-histories/hillsdown-holdings-plc-history/,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
02837811,Hiscox,1993.0,1993-07-20,day,https://find-and-update.company-information.service.gov.uk/company/02837811,1901.0,year,predecessor_continuity,https://www.hiscox.fr/sites/france/files/legacy_static_files/france/wp-content/uploads/2015/11/2012-Hiscox-Ltd_Corporate-Brochure.pdf,Uses A.E. Roberts underwriting business started in 1901; Hiscox holding company came later.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
05863533,Home Retail Group,2006.0,2006-06-30,day,https://find-and-update.company-information.service.gov.uk/company/05863533,,year,demerger_created_company,https://www.lse.co.uk/rns/demerger-of-arg-and-experian-2xmco9hla42smhj.html,Home Retail Group became a separate group through the GUS demerger effective 10 October 2006.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
02648297,Homeserve,1991.0,1991-09-24,day,https://find-and-update.company-information.service.gov.uk/company/02648297,1993.0,year,organic_business,https://en.wikipedia.org/wiki/HomeServe,HomeServe's operating business began in 1993.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
10686681,House of Fraser,1849.0,,year,https://en.wikipedia.org/wiki/House_of_Fraser,1849.0,year,,https://en.wikipedia.org/wiki/House_of_Fraser,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
02128710,Howden Joinery Group,1987.0,1987-05-07,day,https://find-and-update.company-information.service.gov.uk/company/02128710,1995.0,year,organic_business,https://www.howdenjoinerygroupplc.com/docs/librariesprovider25/archives/annual-reports/ar2017.pdf,Howdens began trading in 1995 with 14 depots.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
04677092,IG Group Holdings,2003.0,2003-02-25,day,https://find-and-update.company-information.service.gov.uk/company/04677092,1974.0,year,organic_business,https://en.wikipedia.org/wiki/IG_Group,IG was founded in 1974.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
05134420,IHG Hotels & Resorts,1946.0,,year,https://en.wikipedia.org/wiki/InterContinental,1946.0,year,predecessor_continuity,https://en.wikipedia.org/wiki/InterContinental,,PASS_LINEAGE_RECLASSIFIED,reliable_committed,
00714275,IMI,1962.0,1962-02-02,day,https://find-and-update.company-information.service.gov.uk/company/00714275,1862.0,year,predecessor_continuity,https://en.wikipedia.org/wiki/IMI_plc,Operating lineage begins with George Kynoch's factory in 1862.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
04967001,ITV,1955.0,,year,https://en.wikipedia.org/wiki/ITV_plc,2004.0,day,,https://en.wikipedia.org/wiki/ITV_plc,source-read verified (CORRECTED),VERIFIED_SOURCE_READ,reliable_verified,2004-02-02
00218019,Imperial Chemical Industries,1926.0,1926-12-07,day,https://find-and-update.company-information.service.gov.uk/company/00218019,,month,merger_created_business,https://en.wikipedia.org/wiki/Imperial_Chemical_Industries,ICI was formed in December 1926 from four major chemical companies.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00511276,Imperial Group,1952.0,1952-09-08,day,https://find-and-update.company-information.service.gov.uk/company/00511276,1901.0,year,predecessor_continuity,https://en.wikipedia.org/wiki/Imperial_Brands,Uses Imperial Tobacco operating lineage created in 1901.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
01860181,Imperial Tobacco,1984.0,1984-11-01,day,https://find-and-update.company-information.service.gov.uk/company/01860181,1901.0,year,merger_created_business,https://en.wikipedia.org/wiki/Imperial_Brands,Imperial Tobacco was created in 1901 through merger of British tobacco manufacturers.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00073800,Imperial Tobacco Group,1902.0,1902-05-22,day,https://find-and-update.company-information.service.gov.uk/company/00073800,1901.0,year,predecessor_continuity,https://en.wikipedia.org/wiki/Imperial_Brands,Uses Imperial Tobacco operating lineage from 1901.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
00609782,Inchcape,1958.0,1958-08-15,day,https://find-and-update.company-information.service.gov.uk/company/00609782,1847.0,year,predecessor_continuity,https://en.wikipedia.org/wiki/Inchcape_plc,Operating lineage traces to Mackinnon Mackenzie trading business in 1847.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
08860726,Informa,2014.0,2014-01-24,day,https://find-and-update.company-information.service.gov.uk/company/08860726,1998.0,year,merger_created_business,https://en.wikipedia.org/wiki/Informa,Informa was formed in 1998 by merger of IBC Group and LLP Group.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
04886115,Inmarsat,2003.0,2003-09-03,day,https://find-and-update.company-information.service.gov.uk/company/04886115,1982.0,year,operating_start,https://imso.org/about/,INMARSAT convention entered force in 1979; commercial operations began in 1982.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
14840880,Intermediate Capital Group,2023.0,2023-05-02,day,https://find-and-update.company-information.service.gov.uk/company/14840880,1989.0,year,organic_business,https://www.icgam.com/who-we-are/our-history/,ICG was founded in 1989.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
02234775,Intermediate Capital Grup,1989.0,,year,https://en.wikipedia.org/wiki/Intermediate_Capital_Group,1989.0,year,,https://en.wikipedia.org/wiki/Intermediate_Capital_Group,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
FC029884,International Airlines Group,1974.0,,month,https://en.wikipedia.org/wiki/British_Airways,,year,merger_created_business,https://www.iairgroup.com/media/nr1jfxyi/individual-annual-financial-report-2024.pdf,"IAG's own filing states British Airways and Iberia completed their merger on 21 January 2011, creating the Group.",CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
05186841,International Power,1990.0,,month,https://en.wikipedia.org/wiki/National_Power,1990.0,year,,https://en.wikipedia.org/wiki/National_Power,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
04267576,Intertek Group,2001.0,2001-08-09,day,https://find-and-update.company-information.service.gov.uk/company/04267576,1885.0,year,predecessor_continuity,https://www.intertek.com/about/history/,Uses Caleb Brett cargo-testing business begun in 1885.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
03685527,Intu Properties,1980.0,,year,https://en.wikipedia.org/wiki/Intu_Properties,1980.0,year,,https://en.wikipedia.org/wiki/Intu_Properties,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
00166023,Invensys,1920.0,1920-04-01,day,https://find-and-update.company-information.service.gov.uk/company/00166023,1999.0,year,merger_created_business,https://en.wikipedia.org/wiki/Invensys,Invensys was formed in 1999 by merger of BTR and Siebe.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
03633621,Investec,1974.0,,year,https://en.wikipedia.org/wiki/Investec,1974.0,year,,https://en.wikipedia.org/wiki/Investec,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
01888425,JD Sports Fashion,1985.0,1985-02-21,day,https://find-and-update.company-information.service.gov.uk/company/01888425,1981.0,year,organic_business,https://en.wikipedia.org/wiki/JD_Sports,JD Sports began trading in 1981.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
15049410,Jaguar,1922.0,,month,https://en.wikipedia.org/wiki/Swallow_Sidecar_Company,1922.0,year,predecessor_continuity,https://en.wikipedia.org/wiki/Swallow_Sidecar_Company,,PASS_LINEAGE_RECLASSIFIED,reliable_committed,
00033774,Johnson Matthey,1891.0,1891-04-11,day,https://find-and-update.company-information.service.gov.uk/company/00033774,1817.0,year,organic_business,https://en.wikipedia.org/wiki/Johnson_Matthey,Percival Norton Johnson began the assaying business in 1817.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
06947854,Just Eat Takeaway.com,2009.0,2009-06-30,day,https://find-and-update.company-information.service.gov.uk/company/06947854,2000.0,year,predecessor_continuity,https://s3.eu-central-1.amazonaws.com/takeaway-corporatewebsite-dev/JET-JV2021-080322.pdf,Uses Takeaway.com operating origin in 2000; JET itself is the 2020 combination with Just Eat.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
09132358,Kazakhmys,1992.0,,year,https://en.wikipedia.org/wiki/Kazakhmys,1992.0,year,,https://en.wikipedia.org/wiki/Kazakhmys,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
02366627,Kelda Group,1989.0,1989-04-01,day,https://find-and-update.company-information.service.gov.uk/company/02366627,1989.0,year,privatisation_created_company,https://en.wikipedia.org/wiki/Kelda_Group,Kelda/Yorkshire Water listed business arose from 1989 water privatisation.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
01664812,Kingfisher,1982.0,1982-09-16,day,https://find-and-update.company-information.service.gov.uk/company/01664812,1982.0,year,buyout_created_business,https://en.wikipedia.org/wiki/Kingfisher_plc,Paternoster Stores was founded in 1982 to buy Woolworths.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
04369054,Land Securities,1944.0,,year,https://en.wikipedia.org/wiki/Landsec,1944.0,year,,https://en.wikipedia.org/wiki/Landsec,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
03900804,Lattice Group PLC,1999.0,1999-12-29,day,https://find-and-update.company-information.service.gov.uk/company/03900804,2000.0,year,demerger_created_company,https://en.wikipedia.org/wiki/Lattice_Group,Lattice was established in 2000 when BG demerged Transco.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
01417162,Legal & General,1979.0,1979-02-27,day,https://find-and-update.company-information.service.gov.uk/company/01417162,,month,organic_business,https://group.legalandgeneral.com/about-us/our-history/,Legal & General was founded in June 1836; 1979 is a later group holding company.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
14236527,Liberty International,1980.0,,year,https://en.wikipedia.org/wiki/Intu,1980.0,year,business_founding,https://en.wikipedia.org/wiki/Intu,,PASS_DIRECT_CONTINUITY,reliable_committed,
10917019,Lion Finance Group,2017.0,2017-08-15,day,https://find-and-update.company-information.service.gov.uk/company/10917019,1994.0,year,business_origin,https://lionfinancegroup.uk/who-we-are/our-history/,The group's core Bank of Georgia business was established in 1994; 2017 is a later UK holding-company incorporation.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
SC095000,Lloyds Banking Group,1765.0,,year,https://en.wikipedia.org/wiki/Lloyds_Bank,1765.0,day,,https://en.wikipedia.org/wiki/Lloyds_Bank,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,1765-06-03
01631639,Logica Plc,1982.0,1982-04-27,day,https://find-and-update.company-information.service.gov.uk/company/01631639,1969.0,year,organic_business,https://en.wikipedia.org/wiki/Logica,Logica was founded in 1969.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
10681760,London Electricity,1948.0,,month,https://en.wikipedia.org/wiki/London_Electricity_Board,1948.0,year,,https://en.wikipedia.org/wiki/London_Electricity_Board,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
02075721,London Stock Exchange,1986.0,1986-11-19,day,https://find-and-update.company-information.service.gov.uk/company/02075721,1801.0,year,predecessor_continuity,https://www.londonstockexchange.com/discover/lseg/our-history,Uses the formal London Stock Exchange established in 1801 rather than later plc incorporation.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
05369106,London Stock Exchange Group,1801.0,,year,https://en.wikipedia.org/wiki/London_Stock_Exchange_Group,1801.0,year,,https://en.wikipedia.org/wiki/London_Stock_Exchange_Group,source-read verified (CONFIRMED),VERIFIED_SOURCE_READ,reliable_verified,
01008965,London and Scottish Marine,1971.0,1971-04-23,day,https://find-and-update.company-information.service.gov.uk/company/01008965,1971.0,year,organic_business,https://www.independent.co.uk/news/business/a-decadelong-dance-draws-towards-a-close-1373160.html,LASMO was formed in 1971 to invest in North Sea oil.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
07124797,LondonMetric Property,2010.0,2010-01-13,day,https://find-and-update.company-information.service.gov.uk/company/07124797,2007.0,year,predecessor_business,https://en.wikipedia.org/wiki/LondonMetric_Property,The predecessor London & Stamford was established in October 2007; LondonMetric itself was formed by a 2013 merger.,CONTEXT_COHERENT_PRIOR_EVIDENCE,reliable_committed,
02805337,Lonrho,1909.0,,month,https://en.wikipedia.org/wiki/Lonrho,1909.0,day,,https://en.wikipedia.org/wiki/Lonrho,source-read verified (WRONG_SOURCE),VERIFIED_SOURCE_READ,reliable_verified,1909-05-13
